Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff
5.41,1.507,0.561,1698.7,367.6,0.969,1.39301
1.46,1.429,0.31,901.1,584.3,0.701,1.08844
7.71,1.124,0.239,420.1,412.6,0.934,1.59775
2.55,1.815,0.314,684.9,589.4,0.688,1.2154
6.39,1.758,0.317,1750.6,467.5,0.881,1.49385
6.49,1.379,0.36,663.0,344.4,0.984,1.57301
3.59,1.881,0.87,1093.6,321.6,0.995,1.10791
3.31,1.423,0.549,349.7,337.3,0.987,1.33044
3.95,1.945,0.9,872.7,346.4,0.982,1.13339
2.94,1.941,0.443,1467.2,519.7,0.816,1.35316
7.37,1.628,0.527,1358.6,303.7,1.002,1.53798
2.47,1.37,0.548,304.2,303.1,1.002,1.24404
8.72,1.977,0.471,1626.5,562.8,0.746,1.60994
6.84,1.604,0.322,1021.1,557.6,0.756,1.56701
8.25,1.791,0.659,634.4,591.8,0.682,1.4202
2.14,1.055,0.25,1646.3,320.3,0.996,1.22042
2.62,1.042,0.382,1223.3,555.1,0.76,1.18897
5.5,1.844,0.41,1440.4,494.6,0.849,1.52252
2.21,1.475,0.363,582.8,310.4,1.0,1.26839
5.65,1.198,0.513,358.1,317.6,0.997,1.26294
1.71,1.037,0.43,940.7,577.7,0.716,0.95226
8.39,1.918,0.854,963.1,523.2,0.811,1.26523
8.32,1.346,0.234,750.4,562.7,0.746,1.58747
5.93,1.52,0.607,1622.2,419.5,0.928,1.32801
4.27,1.219,0.239,387.5,387.1,0.955,1.41629
2.71,1.798,0.67,1658.2,551.8,0.766,1.2469
5.33,1.688,0.242,659.7,351.6,0.979,1.28417
5.17,1.85,0.76,1441.8,474.0,0.874,1.29488
5.22,1.878,0.57,1070.6,345.3,0.983,1.52102
6.51,1.383,0.487,781.6,548.5,0.772,1.42103
5.61,1.055,0.337,630.6,369.8,0.968,1.48318
1.81,1.784,0.453,998.8,315.8,0.998,1.19671
7.7,1.43,0.55,530.9,495.8,0.848,1.40331
6.38,1.02,0.313,1527.5,523.4,0.811,1.45738
3.88,1.425,0.448,1535.3,522.8,0.812,1.40396
6.67,1.623,0.521,1692.1,537.3,0.79,1.48223
4.37,1.618,0.567,514.4,466.5,0.882,1.42862
1.38,1.04,0.219,938.2,596.0,0.671,1.04955
1.94,1.296,0.485,750.9,409.6,0.937,1.19993
2.22,1.785,0.359,747.0,521.0,0.814,1.20394
4.29,1.551,0.231,862.4,481.1,0.865,1.27063
5.26,1.026,0.311,1374.3,508.0,0.832,1.44519
1.63,1.12,0.296,321.5,309.0,1.0,1.18283
4.7,1.338,0.3,734.3,505.2,0.836,1.49213
7.2,1.719,0.505,542.0,460.1,0.889,1.57672
1.94,1.511,0.424,691.5,544.2,0.779,1.26395
7.2,1.873,0.351,1435.4,308.6,1.0,1.51128
7.17,1.944,0.613,1709.4,513.4,0.825,1.52318
5.93,1.509,0.28,1103.2,490.0,0.855,1.49787
4.72,1.489,0.27,1476.1,464.7,0.884,1.40977
2.89,1.618,0.292,1432.6,406.1,0.94,1.20691
3.02,1.323,0.522,989.3,536.2,0.791,1.19705
7.16,1.788,0.35,1573.8,533.7,0.795,1.56281
2.11,1.599,0.706,1150.1,477.3,0.87,1.02695
1.77,1.594,0.239,346.9,307.1,1.001,0.84078
6.3,1.078,0.242,1146.2,309.1,1.0,1.54358
2.95,1.912,0.776,999.3,579.3,0.712,1.18468
5.29,1.517,0.563,1190.9,382.4,0.959,1.4026
6.3,1.095,0.447,417.0,413.6,0.933,1.30344
5.76,1.589,0.6,1544.0,515.8,0.821,1.35679
4.87,1.797,0.323,503.6,318.1,0.997,1.3895
2.55,1.669,0.42,841.9,466.3,0.882,1.33318
8.92,1.711,0.528,1606.2,578.9,0.713,1.52126
3.35,1.221,0.292,1131.0,520.5,0.815,1.39828
5.24,1.864,0.702,490.4,384.7,0.957,1.43806
2.08,1.582,0.686,557.6,551.8,0.766,1.04237
5.9,1.631,0.656,316.5,302.4,1.002,1.39893
7.78,1.239,0.406,426.5,366.6,0.97,1.53726
8.63,1.739,0.431,1132.4,527.7,0.804,1.61156
3.61,1.118,0.355,740.8,318.1,0.997,1.41508
4.53,1.627,0.708,770.5,493.8,0.85,1.1928
1.44,1.743,0.37,1515.5,541.0,0.784,1.04628
5.27,1.884,0.415,1555.3,303.2,1.002,1.48707
4.43,1.87,0.606,1473.4,337.5,0.987,1.46813
5.56,1.67,0.624,621.1,469.3,0.879,1.4144
1.71,1.746,0.277,1188.8,432.7,0.916,0.88768
7.51,1.918,0.281,450.1,423.2,0.925,1.43349
4.58,1.804,0.316,714.6,478.5,0.868,1.38881
6.97,1.09,0.248,524.7,479.1,0.868,1.581
3.65,1.335,0.497,1527.2,414.8,0.932,1.31388
3.47,1.145,0.382,1246.4,523.5,0.811,1.33727
8.11,1.388,0.26,786.4,363.3,0.972,1.56826
6.8,1.758,0.364,1649.4,498.3,0.845,1.55613
5.58,1.668,0.233,537.8,412.3,0.935,1.30454
7.88,1.314,0.246,452.4,407.1,0.939,1.57351
6.42,1.039,0.361,1435.4,388.8,0.954,1.42059
4.77,1.766,0.365,421.6,345.6,0.983,1.45831
6.05,1.623,0.685,849.1,595.4,0.673,1.2146
6.54,1.511,0.462,632.0,521.1,0.814,1.52728
7.83,1.743,0.571,983.6,589.8,0.687,1.48268
1.97,1.242,0.331,750.9,447.0,0.902,1.25089
5.79,1.582,0.201,1002.4,413.5,0.934,1.25043
3.99,1.751,0.348,1164.6,574.8,0.722,1.4257
3.09,1.496,0.407,797.6,423.6,0.925,1.40305
2.14,1.357,0.38,1067.7,572.9,0.726,1.27729
6.19,1.803,0.484,319.9,309.4,1.0,1.57923
2.48,1.106,0.383,1443.3,580.8,0.709,1.20905
1.16,1.42,0.491,1172.9,477.1,0.87,1.06803
8.7,1.677,0.453,1629.6,593.0,0.679,1.56407
4.79,1.9,0.264,1428.2,387.0,0.955,1.21444
3.75,1.571,0.431,1167.6,378.2,0.962,1.44886
6.75,1.103,0.389,399.6,340.1,0.986,1.46865
4.35,1.713,0.344,747.4,354.2,0.978,1.41377
7.26,1.519,0.632,907.1,346.2,0.982,1.3411
6.08,1.589,0.678,435.1,409.5,0.937,1.30472
2.91,1.48,0.478,1363.7,529.8,0.801,1.33869
4.18,1.623,0.237,1495.0,470.0,0.878,1.23598
4.45,1.25,0.446,478.3,438.1,0.911,1.39908
8.36,1.785,0.309,996.0,527.4,0.805,1.57126
1.58,1.258,0.268,1735.6,351.7,0.979,1.04311
1.18,1.1,0.234,1773.9,454.1,0.895,0.92787
5.03,1.313,0.539,529.1,492.9,0.851,1.26643
8.83,1.588,0.455,1000.5,549.7,0.77,1.57261
4.73,1.469,0.447,918.8,514.0,0.824,1.47067
5.74,1.485,0.47,768.9,512.6,0.826,1.49166
8.23,1.823,0.598,581.1,504.7,0.836,1.54433
6.71,1.009,0.291,444.0,341.4,0.985,1.55346
7.42,1.383,0.317,412.4,347.1,0.982,1.5999
2.4,1.32,0.21,1057.3,362.5,0.972,1.03621
2.02,1.929,0.467,438.3,412.1,0.935,1.23738
6.18,1.042,0.247,1222.3,373.2,0.965,1.54065
1.72,1.617,0.33,546.4,389.6,0.953,1.07113
4.72,1.976,0.39,1591.0,513.5,0.825,1.44988
3.05,1.083,0.469,1184.2,488.8,0.856,1.03815
7.27,1.149,0.502,1213.3,436.1,0.913,1.19803
8.56,1.274,0.361,376.6,339.9,0.986,1.60805
1.42,1.71,0.469,1591.9,492.2,0.852,1.13288
6.91,1.169,0.336,321.2,320.1,0.996,1.57424
2.4,1.427,0.548,584.3,436.0,0.913,1.24247
7.01,1.357,0.403,1263.5,454.8,0.894,1.53599
6.35,1.108,0.421,672.9,563.9,0.744,1.31322
8.11,1.625,0.23,1278.0,465.7,0.883,1.4558
2.5,1.364,0.42,1479.8,518.0,0.818,1.30943
6.77,1.683,0.305,1079.6,465.1,0.883,1.51771
4.32,1.934,0.41,1734.7,463.7,0.885,1.43645
7.53,1.657,0.418,1258.9,509.1,0.83,1.58738
7.73,1.884,0.261,1682.6,505.8,0.835,1.43438
4.91,1.088,0.261,575.0,497.3,0.846,1.50729
3.87,1.933,0.342,1227.5,366.3,0.97,1.29458
4.79,1.744,0.28,327.7,310.1,1.0,1.31767
2.09,1.284,0.511,948.0,509.8,0.83,1.12581
7.8,1.391,0.532,1589.5,411.8,0.935,1.39293
1.77,1.869,0.557,476.1,383.0,0.958,1.25236
1.78,1.875,0.476,1354.3,328.3,0.992,1.18537
8.4,1.002,0.302,738.7,451.2,0.898,1.53813
8.78,1.126,0.394,431.2,419.3,0.928,1.48922
8.66,1.705,0.508,856.1,424.1,0.924,1.59057
4.41,1.236,0.285,1489.9,438.6,0.911,1.46113
1.2,1.265,0.522,532.8,325.8,0.993,1.01597
7.58,1.204,0.296,676.9,573.3,0.725,1.57774
1.24,1.34,0.212,819.6,435.3,0.914,0.74968
5.24,1.065,0.429,1728.5,551.2,0.767,1.18371
5.66,1.701,0.453,1345.9,360.3,0.974,1.53934
2.44,1.716,0.396,874.5,559.4,0.752,1.30829
3.35,1.405,0.589,764.3,510.5,0.829,1.16807
6.93,1.592,0.611,462.3,415.8,0.932,1.43327
6.94,1.098,0.227,480.9,368.5,0.968,1.5671
5.7,1.348,0.222,1629.3,413.2,0.934,1.41351
6.34,1.199,0.396,894.6,483.2,0.863,1.46458
7.11,1.352,0.364,1577.4,370.7,0.967,1.56587
8.67,1.27,0.211,310.3,304.7,1.002,1.54541
3.15,1.837,0.661,853.5,427.8,0.921,1.36159
6.82,1.413,0.448,1174.9,408.3,0.938,1.51905
1.11,1.75,0.723,1602.2,382.1,0.959,0.99373
2.99,1.655,0.75,1773.8,383.5,0.958,1.06068
7.04,1.164,0.445,732.9,540.6,0.785,1.33948
6.75,1.597,0.661,1031.3,450.9,0.898,1.31925
8.33,1.231,0.265,1779.0,371.4,0.966,1.59004
2.74,1.428,0.307,651.5,505.0,0.836,1.31435
8.62,1.386,0.304,1218.5,409.0,0.937,1.60852
2.71,1.534,0.314,1225.9,549.8,0.769,1.29325
2.48,1.997,0.305,1020.5,351.5,0.979,0.99766
5.98,1.8,0.573,1605.8,439.7,0.91,1.50658
3.92,1.557,0.557,371.2,307.4,1.001,1.42417
2.03,1.032,0.401,1547.5,463.2,0.885,1.10497
1.77,1.461,0.206,1559.5,343.1,0.984,0.78913
6.63,1.051,0.232,1578.0,496.4,0.847,1.54638
4.43,1.372,0.555,1247.5,567.8,0.736,1.20323
8.31,1.66,0.506,1149.2,540.1,0.785,1.54411
2.81,1.264,0.342,522.4,509.8,0.83,1.37457
4.85,1.245,0.335,416.8,317.7,0.997,1.5195
8.19,1.399,0.531,1173.6,434.0,0.915,1.41285
5.81,1.443,0.37,981.1,461.5,0.887,1.5443
3.83,1.454,0.282,1327.6,519.5,0.816,1.38431
3.83,1.96,0.295,1557.9,424.1,0.924,1.19234
3.8,1.567,0.413,1288.6,392.6,0.951,1.44834
6.18,1.198,0.471,648.5,320.8,0.995,1.36296
7.84,1.782,0.421,1150.0,472.3,0.875,1.60243
6.81,1.458,0.358,1053.8,401.6,0.944,1.57487
1.19,1.005,0.368,778.9,518.7,0.817,1.02195
8.78,1.976,0.313,1495.6,303.6,1.002,1.47927
6.09,1.219,0.255,1781.0,397.0,0.947,1.51831
8.42,1.985,0.419,588.3,461.8,0.887,1.61122
5.01,1.669,0.727,380.7,357.5,0.976,1.27202
3.79,1.385,0.406,796.6,523.2,0.811,1.43676
6.44,1.843,0.223,406.6,326.8,0.993,1.21835
7.59,1.535,0.635,515.1,509.3,0.83,1.33111
8.66,1.1,0.27,1395.6,431.0,0.918,1.59522
6.02,1.461,0.355,1664.1,399.2,0.946,1.54153
4.93,1.723,0.633,914.9,483.5,0.863,1.39994
7.99,1.45,0.353,542.1,339.6,0.986,1.61336
6.36,1.107,0.25,849.9,317.4,0.997,1.55262
7.56,1.755,0.231,878.8,345.3,0.983,1.34561
2.76,1.208,0.379,1082.0,370.3,0.967,1.34899
1.18,1.254,0.279,1758.2,435.8,0.913,0.95106
5.03,1.009,0.402,585.4,366.0,0.97,1.28731
5.34,1.188,0.333,1401.8,473.2,0.874,1.49624
5.55,1.377,0.32,469.4,468.4,0.88,1.54348
2.78,1.114,0.346,1715.2,571.5,0.729,1.29209
4.93,1.579,0.692,833.6,443.0,0.906,1.20429
5.63,1.435,0.575,1210.2,567.8,0.736,1.25838
1.57,1.772,0.577,1299.5,302.1,1.003,1.2004
8.8,1.448,0.201,1353.8,497.0,0.846,1.48865
5.59,1.024,0.412,1267.4,404.6,0.941,1.25576
3.22,1.535,0.49,1613.9,314.6,0.998,1.3921
8.27,1.304,0.408,1108.5,401.7,0.943,1.54297
2.79,1.389,0.239,1425.3,305.7,1.001,1.14842
4.3,1.102,0.428,304.8,303.6,1.002,1.33591
2.81,1.751,0.794,397.6,361.5,0.973,1.11776
4.71,1.812,0.757,1465.8,395.3,0.949,1.28072
6.08,1.872,0.493,1227.4,310.2,1.0,1.55525
5.4,1.477,0.464,1758.6,484.2,0.862,1.46851
2.9,1.022,0.235,672.3,554.6,0.761,1.35368
3.94,1.809,0.795,764.0,499.1,0.844,1.17204
6.07,1.092,0.33,902.7,397.7,0.947,1.50843
4.54,1.008,0.317,489.8,440.7,0.909,1.44719
2.56,1.483,0.436,645.4,353.6,0.978,1.35919
6.1,1.627,0.683,1509.2,411.4,0.935,1.28792
2.98,1.375,0.539,609.3,411.0,0.936,1.26504
2.1,1.034,0.277,754.0,508.1,0.832,1.26728
6.48,1.989,0.588,479.9,388.2,0.954,1.57634
8.13,1.795,0.205,1510.7,324.3,0.994,1.25699
3.89,1.151,0.382,707.9,340.5,0.986,1.41537
3.45,1.419,0.453,861.2,465.2,0.883,1.40347
6.93,1.133,0.362,892.8,361.8,0.973,1.50987
5.43,1.168,0.218,1020.4,374.6,0.964,1.45981
5.86,1.188,0.402,1672.4,584.9,0.699,1.36779
4.12,1.158,0.247,1666.9,423.8,0.924,1.41907
3.32,1.473,0.367,311.9,300.5,1.003,1.41799
1.88,1.878,0.278,431.6,396.0,0.948,0.8681
1.11,1.684,0.338,1491.3,519.3,0.817,0.88861
8.0,1.636,0.472,720.6,473.2,0.874,1.5854
3.96,1.21,0.469,821.6,561.7,0.748,1.23806
1.33,1.501,0.492,924.4,514.9,0.823,1.12813
7.44,1.931,0.538,346.1,319.5,0.996,1.60744
5.81,1.169,0.31,314.6,308.6,1.0,1.55762
8.42,1.46,0.628,1254.4,451.1,0.898,1.28041
7.05,1.761,0.521,1292.0,365.2,0.971,1.56464
4.24,1.894,0.519,1161.5,580.3,0.71,1.47208
2.09,1.805,0.438,417.9,378.9,0.961,1.24855
2.69,1.365,0.574,340.5,338.3,0.987,1.19457
4.1,1.755,0.518,1385.8,505.4,0.835,1.45665
5.31,1.734,0.764,1138.7,504.6,0.836,1.19004
7.81,1.623,0.688,306.7,304.1,1.002,1.37419
6.73,1.184,0.22,327.1,312.7,0.999,1.52671
4.51,1.616,0.29,1387.0,313.8,0.998,1.35766
6.94,1.526,0.411,943.2,573.5,0.725,1.55361
5.06,1.024,0.397,1323.6,442.8,0.906,1.27547
8.52,1.286,0.36,892.0,344.7,0.983,1.5944
2.16,1.924,0.603,1744.9,565.6,0.741,1.27811
7.61,1.4,0.25,1220.0,575.9,0.72,1.56919
2.91,1.486,0.534,1666.3,354.6,0.977,1.31565
4.16,1.686,0.221,441.8,425.6,0.923,1.14002
6.04,1.259,0.207,1672.5,406.1,0.94,1.43258
6.01,1.355,0.29,1023.4,502.8,0.839,1.54054
8.19,1.449,0.531,1374.6,396.7,0.948,1.45082
5.37,1.845,0.775,1799.5,358.4,0.975,1.29384
2.87,1.638,0.486,462.5,381.1,0.959,1.39901
3.25,1.356,0.366,1346.8,483.4,0.863,1.40047
1.69,1.867,0.788,402.1,319.3,0.996,1.13847
3.97,1.369,0.388,743.7,389.6,0.953,1.46565
5.96,1.949,0.272,369.5,347.1,0.982,1.29806
8.8,1.786,0.809,1342.4,301.8,1.003,1.2773
5.58,1.999,0.428,1671.4,429.5,0.919,1.50466
2.41,1.323,0.484,1002.6,497.6,0.845,1.23883
7.38,1.727,0.219,1760.3,569.1,0.734,1.41094
1.82,1.106,0.272,599.0,343.8,0.984,1.19172
1.48,1.137,0.374,1594.2,317.6,0.997,1.14652
8.13,1.109,0.335,1666.7,598.6,0.664,1.45851
6.54,1.652,0.52,1780.1,421.6,0.926,1.51591
6.94,1.435,0.551,317.0,307.0,1.001,1.44539
6.23,1.271,0.522,961.5,465.2,0.883,1.27877
3.83,1.248,0.31,416.2,397.1,0.947,1.45682
3.86,1.995,0.883,1031.6,412.9,0.934,1.19192
7.14,1.631,0.364,623.7,530.8,0.8,1.59201
4.24,1.507,0.2,1014.0,422.1,0.926,1.15827
6.93,1.878,0.778,746.5,328.1,0.992,1.38014
5.82,1.662,0.338,1495.7,493.3,0.851,1.51573
2.79,1.425,0.219,641.1,565.4,0.741,1.16233
4.74,1.201,0.529,1510.8,599.7,0.66,1.03193
5.38,1.216,0.319,1002.3,373.6,0.965,1.52443
6.09,1.34,0.2,759.5,387.2,0.955,1.38337
5.8,1.115,0.407,688.5,455.5,0.894,1.3874
3.98,1.358,0.582,874.4,441.3,0.908,1.17701
5.07,1.749,0.789,1164.3,472.5,0.875,1.15832
1.46,1.326,0.206,758.1,330.9,0.991,0.78854
1.85,1.946,0.578,1704.8,389.6,0.953,1.24381
8.46,1.553,0.4,994.1,473.0,0.875,1.60772
5.32,1.732,0.201,436.8,363.0,0.972,1.12197
6.23,1.033,0.265,305.7,305.3,1.001,1.56798
5.12,1.999,0.509,1445.6,575.5,0.721,1.51747
4.18,1.72,0.525,494.5,457.8,0.891,1.48123
7.7,1.111,0.404,704.9,421.5,0.927,1.43056
4.29,1.859,0.477,319.2,315.7,0.998,1.49447
3.44,1.321,0.269,793.1,340.4,0.986,1.34447
1.43,1.278,0.263,1340.5,425.1,0.923,0.99322
8.18,1.285,0.237,1206.9,445.7,0.904,1.57122
8.25,1.145,0.287,1493.6,435.8,0.913,1.58606
7.97,1.602,0.564,1019.9,432.7,0.916,1.48989
4.09,1.579,0.205,1553.2,321.9,0.995,1.09021
3.56,1.843,0.691,1251.1,343.3,0.984,1.36124
1.34,1.045,0.448,943.4,355.3,0.977,0.93572
5.09,1.263,0.387,404.6,347.3,0.982,1.51142
5.81,1.964,0.9,1423.2,372.9,0.965,1.19329
7.7,1.574,0.385,467.1,433.5,0.915,1.61119
5.45,1.526,0.391,1480.2,571.9,0.728,1.51405
6.18,1.34,0.357,861.4,573.9,0.724,1.53163
2.23,1.249,0.519,353.4,300.1,1.003,1.16377
4.95,1.904,0.261,1072.4,407.1,0.939,1.22704
8.9,1.459,0.417,1518.9,543.7,0.78,1.55832
8.49,1.311,0.573,1408.1,581.9,0.706,1.19224
2.69,1.797,0.653,615.5,381.3,0.959,1.33715
4.97,1.313,0.434,402.8,301.5,1.003,1.48635
6.92,1.915,0.306,1134.6,317.1,0.997,1.42347
7.31,1.649,0.445,1392.4,506.6,0.834,1.57017
2.05,1.037,0.386,1668.9,321.4,0.995,1.17419
1.12,1.5,0.573,1726.3,324.1,0.994,1.0355
4.22,1.315,0.502,1636.0,432.2,0.917,1.30447
6.01,1.334,0.436,555.7,366.5,0.97,1.50804
7.66,1.059,0.407,1483.4,507.3,0.833,1.31767
6.96,1.323,0.437,490.5,314.7,0.998,1.5289
4.3,1.058,0.289,398.8,305.0,1.002,1.48735
8.87,1.39,0.328,1223.7,353.3,0.978,1.61549
7.94,1.101,0.445,1408.3,450.0,0.899,1.29483
7.45,1.546,0.432,1460.7,437.9,0.911,1.56839
1.58,1.568,0.679,1009.1,486.0,0.86,0.99835
1.16,1.66,0.694,493.0,406.1,0.94,1.01949
6.62,1.53,0.306,929.3,533.7,0.795,1.55823
5.38,1.93,0.426,1352.7,370.8,0.967,1.50112
3.24,1.32,0.328,1119.2,472.5,0.875,1.39608
2.32,1.709,0.781,826.2,411.7,0.935,1.02816
7.61,1.62,0.648,1689.9,541.6,0.783,1.32054
8.42,1.065,0.383,600.3,553.5,0.763,1.40099
3.52,1.923,0.819,1538.6,457.4,0.892,1.20109
7.19,1.489,0.406,1156.9,349.6,0.98,1.57816
5.5,1.023,0.365,1097.6,347.9,0.981,1.39395
3.34,1.658,0.581,983.4,349.7,0.98,1.38572
3.54,1.326,0.323,622.3,505.7,0.835,1.43035
2.85,1.922,0.236,627.9,582.5,0.705,1.01306
4.78,1.029,0.204,424.8,413.1,0.934,1.45954
8.81,1.097,0.389,983.5,379.7,0.961,1.46039
6.89,1.853,0.85,631.7,584.7,0.7,1.16848
6.46,1.548,0.22,1699.3,374.3,0.964,1.35402
8.43,1.409,0.475,421.3,337.8,0.987,1.54646
7.43,1.33,0.509,996.9,380.1,0.96,1.40458
6.48,1.765,0.679,1116.9,340.0,0.986,1.42466
3.35,1.762,0.682,1312.0,412.1,0.935,1.30722
3.2,1.025,0.32,567.7,480.1,0.867,1.37287
5.56,1.986,0.481,1046.0,348.4,0.981,1.53241
4.59,1.978,0.371,351.8,316.4,0.997,1.38974
5.69,1.123,0.243,1302.3,356.0,0.977,1.51289
7.61,1.676,0.456,577.9,466.1,0.882,1.59782
7.68,1.575,0.427,747.5,382.0,0.959,1.59824
2.81,1.911,0.694,676.8,449.2,0.9,1.33811
3.55,1.375,0.312,940.4,556.1,0.758,1.41801
6.31,1.279,0.379,1044.2,366.2,0.97,1.53351
6.01,1.23,0.226,448.8,359.5,0.974,1.49091
7.28,1.626,0.481,1043.3,547.3,0.774,1.54027
7.97,1.597,0.412,1503.4,391.7,0.951,1.59502
1.26,1.645,0.725,1412.9,489.1,0.856,0.91689
1.62,1.647,0.434,1328.7,350.7,0.98,1.16462
6.16,1.881,0.743,370.2,340.4,0.986,1.43236
3.77,1.933,0.61,1148.1,562.0,0.748,1.41812
3.94,1.496,0.419,576.3,349.9,0.98,1.47418
5.42,1.8,0.417,844.4,502.5,0.839,1.5343
1.74,1.657,0.655,1428.3,578.3,0.715,1.07721
4.04,1.026,0.325,1310.4,500.7,0.841,1.38452
1.57,1.027,0.414,1463.3,393.6,0.95,1.02789
8.2,1.086,0.396,888.6,500.7,0.841,1.4002
8.54,1.641,0.634,966.0,573.8,0.724,1.37235
3.47,1.169,0.506,777.6,591.6,0.683,1.03362
1.66,1.002,0.249,815.0,312.0,0.999,1.1528
5.53,1.239,0.409,371.0,337.4,0.987,1.49663
5.46,1.152,0.408,1549.8,378.3,0.962,1.39912
4.2,1.755,0.527,1713.1,365.7,0.97,1.4661
1.91,1.862,0.53,1718.0,369.9,0.967,1.24656
8.26,1.446,0.526,1011.1,582.4,0.705,1.39666
8.23,1.481,0.664,1200.5,374.7,0.964,1.24289
5.25,1.465,0.503,1570.3,312.9,0.999,1.45053
2.98,1.063,0.237,1470.9,370.0,0.967,1.32384
4.42,1.16,0.338,1036.4,510.3,0.829,1.45046
4.56,1.799,0.828,1475.3,484.2,0.862,1.0973
4.99,1.199,0.462,967.9,419.6,0.928,1.32683
1.89,1.583,0.308,1491.2,359.6,0.974,1.06471
6.95,1.138,0.482,1196.4,430.5,0.918,1.23534
2.71,1.705,0.573,839.7,549.5,0.77,1.32747
8.22,1.647,0.494,1420.5,384.5,0.957,1.5722
7.16,1.716,0.688,1602.4,353.9,0.978,1.37852
4.31,1.412,0.42,931.9,354.0,0.978,1.47648
4.75,1.84,0.545,1365.2,435.8,0.913,1.49649
8.37,1.57,0.34,423.1,420.7,0.927,1.61806
1.56,1.232,0.279,1040.2,520.5,0.815,1.10778
7.69,1.176,0.297,1538.2,450.1,0.899,1.5738
3.73,1.379,0.444,375.2,335.2,0.989,1.44716
5.87,1.196,0.337,1042.9,488.3,0.857,1.51631
3.12,1.365,0.595,642.8,473.3,0.874,1.1118
6.88,1.837,0.783,1111.2,482.6,0.864,1.29352
3.96,1.307,0.249,833.4,483.9,0.862,1.38671
4.86,1.182,0.491,992.0,349.2,0.981,1.24379
4.19,1.342,0.486,934.0,436.7,0.912,1.36916
8.91,1.144,0.384,1327.9,395.9,0.948,1.49282
1.75,1.323,0.478,879.7,407.8,0.938,1.19177
1.19,1.242,0.409,1637.0,313.2,0.999,1.07815
7.17,1.596,0.471,1750.1,502.4,0.839,1.53511
2.12,1.076,0.243,1231.8,314.8,0.998,1.20229
3.46,1.983,0.709,543.6,440.1,0.909,1.39824
7.75,1.716,0.42,1780.4,537.8,0.789,1.58565
4.38,1.123,0.43,785.2,349.1,0.981,1.32584
6.38,1.216,0.49,845.8,535.4,0.793,1.27453
2.12,1.028,0.217,1434.0,480.7,0.866,1.18508
3.82,1.61,0.391,447.2,310.0,1.0,1.44841
1.68,1.045,0.299,1144.0,457.6,0.891,1.18817
6.24,1.673,0.688,604.0,557.7,0.755,1.29548
4.14,1.425,0.263,796.8,388.8,0.954,1.36596
6.22,1.514,0.56,418.1,405.7,0.94,1.45045
7.5,1.125,0.236,1292.1,427.4,0.921,1.57314
8.27,1.056,0.431,1373.1,340.4,0.986,1.30349
8.04,1.769,0.523,551.6,361.2,0.973,1.60002
2.33,1.474,0.428,795.8,335.8,0.988,1.32553
4.17,1.14,0.298,1077.0,405.7,0.94,1.46218
5.39,1.06,0.238,1659.1,539.7,0.786,1.50019
5.14,1.319,0.207,1585.3,539.6,0.786,1.39423
7.66,1.988,0.566,327.8,312.4,0.999,1.61026
2.74,1.039,0.202,317.1,305.3,1.001,1.24316
1.92,1.857,0.288,1448.7,511.8,0.827,0.95247
6.71,1.217,0.533,838.4,320.6,0.996,1.22882
1.99,1.096,0.264,544.8,491.4,0.853,1.23169
2.64,1.188,0.515,610.6,381.2,0.959,1.09173
7.92,1.826,0.285,585.7,447.5,0.902,1.49384
6.01,1.123,0.491,730.2,363.1,0.972,1.19414
6.99,1.348,0.253,1310.0,579.4,0.712,1.55765
1.23,1.217,0.215,361.1,355.2,0.977,0.81832
2.22,1.578,0.463,443.1,383.4,0.958,1.32187
3.87,1.134,0.21,1614.5,414.4,0.933,1.34222
1.36,1.278,0.249,643.1,437.6,0.912,0.94573
8.2,1.782,0.691,553.9,479.9,0.867,1.43511
1.89,1.012,0.322,505.9,478.2,0.869,1.23454
5.51,1.027,0.374,910.9,454.1,0.895,1.36145
6.06,1.01,0.248,345.9,306.2,1.001,1.56096
8.15,1.272,0.22,1141.8,510.4,0.829,1.56402
1.71,1.795,0.443,1042.8,599.5,0.661,1.20446
1.56,1.06,0.323,450.4,415.6,0.932,1.18786
4.15,1.793,0.318,941.2,580.4,0.71,1.40226
7.48,1.629,0.268,447.5,300.9,1.003,1.48174
8.66,1.741,0.278,1181.0,324.6,0.994,1.49779
2.4,1.367,0.442,1087.3,406.9,0.939,1.31196
4.23,1.199,0.205,902.6,417.1,0.93,1.34077
2.36,1.968,0.786,1126.6,413.6,0.933,1.23009
3.54,1.122,0.311,1087.1,347.9,0.981,1.42331
1.3,1.694,0.762,1181.7,544.9,0.778,0.87455
8.82,1.2,0.493,884.0,393.2,0.95,1.33605
2.18,1.696,0.464,1608.9,422.5,0.926,1.28467
1.04,1.458,0.64,368.9,345.9,0.983,0.93295
6.42,1.442,0.383,1561.3,478.6,0.868,1.54741
4.45,1.909,0.436,709.0,364.2,0.971,1.46895
4.01,1.71,0.698,1781.4,518.7,0.817,1.22723
7.0,1.548,0.323,1158.1,557.7,0.755,1.57442
5.65,1.812,0.809,1577.2,410.6,0.936,1.20543
4.55,1.676,0.491,572.6,415.0,0.932,1.50409
6.26,1.97,0.465,324.7,316.4,0.997,1.56405
2.35,1.468,0.544,914.3,307.3,1.001,1.27394
7.37,1.069,0.42,1212.7,552.4,0.765,1.27793
8.43,1.946,0.572,1314.0,425.1,0.923,1.59009
