Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff
1.21,1.227,0.225,840.6,388.5,0.954,0.83799
8.75,1.435,0.519,978.1,366.7,0.97,1.48143
7.02,1.15,0.473,979.3,583.4,0.703,1.21925
5.91,1.926,0.537,1018.8,394.7,0.949,1.55402
6.83,1.906,0.476,1422.4,377.9,0.962,1.57384
2.94,1.416,0.343,1741.9,302.3,1.002,1.34446
2.12,1.816,0.484,792.3,534.5,0.794,1.29173
3.35,1.13,0.349,1220.4,598.9,0.663,1.33198
2.47,1.777,0.388,1731.8,334.7,0.989,1.23785
7.16,1.135,0.34,650.1,515.1,0.822,1.52393
1.01,1.183,0.244,338.3,332.7,0.99,0.83838
8.14,1.581,0.693,995.9,473.3,0.874,1.26705
4.46,1.427,0.454,798.5,418.4,0.929,1.46441
2.22,1.102,0.449,1078.8,428.7,0.92,1.10712
8.64,1.402,0.344,1219.5,496.1,0.847,1.6047
6.28,1.487,0.653,1527.4,501.2,0.841,1.18627
3.18,1.253,0.549,861.9,481.6,0.865,1.07532
8.13,1.137,0.413,597.2,498.9,0.844,1.42322
5.93,1.259,0.304,961.8,382.9,0.958,1.54535
6.12,1.282,0.391,368.1,362.4,0.972,1.54273
5.21,1.292,0.333,973.8,485.3,0.86,1.51798
8.81,1.926,0.878,1381.6,548.3,0.772,1.22466
5.34,1.904,0.251,851.4,552.7,0.764,1.3066
8.27,1.178,0.406,311.9,300.8,1.003,1.52175
8.77,1.983,0.416,1187.8,324.0,0.994,1.59226
6.35,1.883,0.846,1471.7,466.4,0.882,1.20733
4.42,1.367,0.388,1394.6,404.9,0.941,1.47389
5.41,1.3,0.376,1261.6,348.7,0.981,1.51255
7.64,1.799,0.507,1028.5,328.1,0.992,1.59198
7.5,1.363,0.429,533.0,338.6,0.987,1.55761
4.65,1.965,0.834,1103.2,399.3,0.945,1.27913
2.48,1.342,0.509,510.0,377.0,0.962,1.26669
8.89,1.081,0.408,493.7,464.7,0.884,1.40839
6.57,1.313,0.557,1616.9,384.6,0.957,1.25165
1.94,1.397,0.37,959.1,425.6,0.923,1.24237
8.78,1.283,0.555,610.3,564.4,0.743,1.24682
6.69,1.052,0.242,1073.0,356.6,0.976,1.5594
1.65,1.969,0.809,1365.9,542.1,0.782,1.07241
6.85,1.526,0.677,857.6,515.7,0.822,1.20752
7.38,1.169,0.25,1184.3,502.8,0.839,1.57638
5.96,1.256,0.226,1272.3,310.8,1.0,1.4615
5.72,1.31,0.268,494.4,397.4,0.947,1.51763
8.14,1.236,0.501,1154.9,571.1,0.73,1.27277
8.14,1.594,0.378,572.9,424.8,0.924,1.61666
8.35,1.55,0.349,910.8,392.5,0.951,1.61044
7.76,1.749,0.588,1266.9,503.4,0.838,1.50073
7.77,1.188,0.439,1180.3,580.2,0.71,1.3454
6.14,1.264,0.514,1128.5,400.5,0.944,1.29938
3.47,1.117,0.422,771.3,579.3,0.712,1.22014
4.58,1.812,0.528,1704.9,434.0,0.915,1.48626
2.27,1.568,0.668,1456.1,525.8,0.807,1.06395
5.52,1.498,0.32,1339.2,589.7,0.688,1.52313
2.56,1.169,0.325,1059.3,335.3,0.988,1.33477
2.14,1.042,0.381,688.9,599.5,0.661,1.1349
7.14,1.705,0.739,931.1,330.7,0.991,1.3067
5.38,1.574,0.53,647.3,300.4,1.003,1.49497
4.78,1.827,0.661,516.1,463.4,0.885,1.4334
2.55,1.397,0.384,1715.9,427.7,0.921,1.32776
2.26,1.447,0.421,377.5,368.3,0.969,1.32657
4.13,1.976,0.337,1373.4,442.3,0.907,1.31429
5.18,1.238,0.361,899.1,447.8,0.901,1.49821
7.58,1.335,0.296,576.8,546.9,0.774,1.5996
3.13,1.032,0.32,1296.6,335.4,0.988,1.36645
7.5,1.29,0.271,1584.1,363.9,0.971,1.56881
2.99,1.266,0.467,712.0,439.4,0.91,1.29657
7.67,1.693,0.404,963.1,558.9,0.753,1.59699
8.89,1.103,0.299,1507.8,527.8,0.804,1.55769
4.26,1.8,0.692,452.2,393.3,0.95,1.38859
8.55,1.325,0.563,1087.5,440.6,0.909,1.29035
6.94,1.637,0.729,1351.2,548.8,0.771,1.18383
6.2,1.265,0.513,496.3,423.5,0.925,1.32582
6.44,1.653,0.546,999.2,341.5,0.985,1.52005
2.44,1.694,0.31,1440.6,395.4,0.949,1.13994
6.6,1.254,0.414,1180.8,530.0,0.801,1.44956
2.46,1.237,0.263,558.1,441.6,0.908,1.25683
8.24,1.139,0.453,658.8,334.3,0.989,1.37353
5.04,1.832,0.834,1433.7,553.6,0.763,1.10649
3.27,1.724,0.575,624.6,589.2,0.689,1.35861
7.9,1.849,0.62,1709.8,463.9,0.885,1.5114
5.52,1.562,0.665,1466.2,326.9,0.993,1.26674
3.5,1.307,0.281,582.6,536.2,0.791,1.40486
7.99,1.043,0.434,1676.3,488.7,0.856,1.23149
3.43,1.887,0.616,904.4,331.7,0.99,1.42811
2.29,1.046,0.233,1455.2,465.9,0.883,1.23682
6.88,1.876,0.531,998.5,440.6,0.909,1.57358
5.8,1.228,0.338,1457.5,562.8,0.746,1.49514
5.25,1.484,0.399,467.4,355.6,0.977,1.54012
7.24,1.898,0.668,912.2,441.2,0.908,1.49871
5.34,1.273,0.306,1153.0,348.5,0.981,1.51835
3.9,1.821,0.503,1694.1,412.1,0.935,1.45588
2.97,1.119,0.363,567.5,323.4,0.994,1.37225
5.59,1.723,0.661,527.3,496.4,0.847,1.39163
5.9,1.668,0.587,546.9,508.8,0.831,1.45728
3.13,1.075,0.431,1169.3,329.6,0.991,1.20119
8.81,1.949,0.663,1062.5,356.9,0.976,1.55087
5.81,1.919,0.544,937.7,582.6,0.705,1.52511
2.28,1.209,0.266,685.5,350.7,0.98,1.23019
3.24,1.294,0.495,414.9,333.5,0.989,1.31974
4.84,1.646,0.574,1574.1,302.9,1.002,1.44226
3.35,1.288,0.352,990.5,475.1,0.872,1.41253
5.41,1.663,0.4,1379.6,509.0,0.831,1.52687
6.97,1.276,0.226,469.8,452.8,0.896,1.53252
3.4,1.762,0.482,689.8,406.1,0.94,1.43689
3.35,1.668,0.412,467.7,448.2,0.901,1.42262
3.15,1.581,0.236,641.8,568.3,0.735,1.19648
5.05,1.636,0.249,361.1,353.7,0.978,1.31348
2.42,1.935,0.454,1104.3,331.7,0.99,1.27101
5.97,1.87,0.591,764.6,367.7,0.969,1.53831
6.94,1.712,0.502,1258.0,579.6,0.712,1.52402
8.68,1.746,0.724,861.8,329.5,0.991,1.39115
2.9,1.93,0.217,1724.3,401.9,0.943,0.82379
6.87,1.373,0.359,1287.6,315.8,0.998,1.57035
5.96,1.687,0.748,721.0,531.3,0.799,1.20047
2.96,1.053,0.455,313.6,309.4,1.0,1.12087
1.87,1.307,0.545,461.8,337.8,0.987,1.11905
8.42,1.954,0.76,1462.0,505.0,0.836,1.40905
2.05,1.535,0.682,1667.2,380.6,0.96,1.01831
7.96,1.768,0.689,1197.3,448.3,0.901,1.41193
3.83,1.601,0.668,1383.8,525.5,0.808,1.18869
5.01,1.223,0.438,541.1,457.4,0.892,1.40324
7.61,1.869,0.809,1616.5,381.5,0.959,1.30345
7.83,1.375,0.477,1619.0,479.9,0.867,1.45368
2.88,1.831,0.746,1632.3,328.2,0.992,1.24253
1.22,1.025,0.22,1189.4,473.9,0.874,0.95707
8.15,1.958,0.204,780.9,573.2,0.725,1.32027
7.12,1.517,0.232,1505.0,403.5,0.942,1.44133
5.44,1.886,0.31,1754.5,311.6,0.999,1.35741
4.33,1.583,0.366,1560.1,501.7,0.84,1.46608
6.81,1.627,0.62,399.5,354.1,0.978,1.45473
7.8,1.625,0.716,386.9,306.4,1.001,1.32058
6.9,1.189,0.238,1321.2,367.3,0.969,1.54373
3.04,1.886,0.459,1084.9,380.6,0.96,1.37049
6.33,1.403,0.488,793.6,429.2,0.919,1.46676
3.0,1.643,0.235,851.2,400.6,0.944,1.05538
2.72,1.106,0.475,991.4,391.8,0.951,1.07804
8.99,1.934,0.582,325.1,313.2,0.999,1.62122
1.47,1.707,0.611,514.1,448.7,0.901,1.17279
7.84,1.365,0.289,563.2,384.4,0.957,1.59643
7.91,1.03,0.234,1565.1,522.8,0.812,1.57449
3.49,1.764,0.444,666.3,302.2,1.002,1.42573
5.11,1.469,0.646,913.5,591.9,0.682,1.1148
5.44,1.882,0.671,1101.1,463.0,0.886,1.44499
5.29,1.026,0.441,1566.3,425.0,0.923,1.13782
2.38,1.474,0.508,1672.0,305.5,1.001,1.29397
5.5,1.433,0.432,1337.8,320.6,0.996,1.51228
8.17,1.917,0.561,734.0,517.2,0.819,1.58514
1.13,1.519,0.446,1106.8,449.1,0.9,1.06169
2.8,1.534,0.532,1704.2,509.8,0.83,1.29937
4.63,1.836,0.203,1206.8,495.4,0.848,1.06992
1.58,1.419,0.488,1243.9,555.1,0.76,1.14742
1.48,1.248,0.215,1127.1,491.5,0.853,0.91193
4.93,1.171,0.225,351.2,306.4,1.001,1.44793
8.54,1.603,0.513,442.3,357.8,0.975,1.57955
1.34,1.833,0.264,1329.1,523.9,0.81,0.74245
3.49,1.176,0.483,912.4,515.0,0.822,1.16227
3.63,1.737,0.707,655.3,370.0,0.967,1.29928
1.74,1.554,0.503,1259.9,568.9,0.734,1.19937
3.18,1.475,0.337,1663.2,592.9,0.679,1.38141
7.72,1.933,0.339,1057.1,558.5,0.754,1.56295
2.48,1.014,0.401,1326.0,503.8,0.837,1.11495
7.7,1.256,0.254,1775.9,452.0,0.897,1.56988
7.42,1.709,0.731,533.8,440.0,0.909,1.32609
5.85,1.931,0.647,402.4,356.4,0.976,1.52965
2.16,1.573,0.437,1301.2,478.9,0.868,1.28803
6.57,1.65,0.477,484.6,415.7,0.932,1.57231
1.71,1.099,0.235,315.4,311.7,0.999,1.09842
3.92,1.063,0.241,1689.0,511.1,0.828,1.42103
4.75,1.72,0.654,1227.5,540.9,0.784,1.33285
2.26,1.162,0.458,1718.0,578.2,0.715,1.07244
4.6,1.043,0.337,866.8,372.3,0.966,1.43816
4.69,1.067,0.32,1514.1,451.8,0.897,1.44463
6.68,1.709,0.235,416.6,317.3,0.997,1.33426
7.22,1.448,0.498,743.9,419.9,0.928,1.49649
1.76,1.508,0.294,777.1,395.3,0.949,1.0497
1.28,1.563,0.621,1594.3,436.5,0.913,1.04089
7.82,1.639,0.528,417.1,343.2,0.984,1.57138
7.57,1.889,0.682,1579.5,591.9,0.682,1.40387
8.77,1.508,0.571,703.6,476.4,0.871,1.4366
1.1,1.543,0.624,669.1,574.8,0.722,0.96026
7.41,1.64,0.532,1632.3,363.6,0.972,1.52836
4.53,1.933,0.286,599.6,460.0,0.889,1.27109
6.19,1.602,0.273,1413.2,381.2,0.959,1.44659
4.76,1.633,0.586,566.2,424.1,0.924,1.43327
3.07,1.698,0.291,1550.3,515.4,0.822,1.23276
7.03,1.7,0.728,770.4,323.4,0.994,1.32739
3.44,1.085,0.215,516.7,310.7,1.0,1.33825
6.41,1.6,0.689,1424.5,595.3,0.673,1.17694
5.15,1.667,0.662,645.7,527.9,0.804,1.32374
3.45,1.67,0.622,707.2,532.2,0.798,1.32017
2.16,1.434,0.202,542.0,341.9,0.985,0.8873
5.06,1.465,0.405,1136.8,457.3,0.892,1.50902
8.59,1.935,0.871,841.3,467.9,0.88,1.27968
1.87,1.842,0.371,828.1,519.1,0.817,1.12898
1.23,1.262,0.302,1425.9,384.2,0.957,1.00626
8.05,1.872,0.251,1370.4,593.8,0.677,1.48922
3.22,1.204,0.286,1418.5,432.2,0.917,1.37621
5.05,1.504,0.258,941.7,377.2,0.962,1.38993
6.06,1.772,0.522,376.6,342.2,0.985,1.56672
6.1,1.522,0.252,615.8,541.8,0.783,1.48424
3.02,1.821,0.506,1040.1,412.4,0.935,1.3989
5.35,1.933,0.631,956.2,302.3,1.002,1.51196
2.98,1.347,0.404,429.1,375.0,0.964,1.40231
3.35,1.275,0.551,1396.4,300.1,1.003,1.13637
7.98,1.051,0.44,788.7,394.1,0.95,1.27921
1.17,1.991,0.701,1566.9,580.4,0.71,1.06108
7.63,1.498,0.665,607.3,594.0,0.676,1.19474
4.21,1.746,0.367,1570.0,441.4,0.908,1.42514
3.75,1.369,0.285,1169.5,477.0,0.87,1.39721
2.13,1.881,0.343,454.7,394.6,0.949,1.08639
1.4,1.475,0.405,927.0,459.8,0.889,1.13157
3.6,1.841,0.742,783.8,565.9,0.74,1.23992
6.47,1.458,0.511,548.4,339.7,0.986,1.49211
7.84,1.879,0.208,1272.8,534.6,0.794,1.31326
3.83,1.183,0.217,390.9,387.3,0.955,1.34539
6.92,1.683,0.417,636.8,511.5,0.827,1.58829
3.65,1.078,0.375,829.6,339.5,0.986,1.36665
3.26,1.849,0.784,1184.2,358.1,0.975,1.22429
2.07,1.452,0.433,974.4,476.9,0.87,1.28015
3.82,1.818,0.381,650.2,445.0,0.904,1.40578
1.16,1.311,0.424,500.9,364.4,0.971,1.0954
3.04,1.613,0.504,519.5,324.5,0.994,1.41104
7.86,1.961,0.477,1091.4,316.8,0.997,1.59793
1.89,1.381,0.204,1289.4,515.6,0.822,0.91786
5.6,1.243,0.205,667.8,320.5,0.996,1.40597
8.01,1.964,0.396,1083.8,371.6,0.966,1.5712
2.49,1.054,0.408,1317.5,362.3,0.973,1.18778
4.01,1.07,0.318,1358.5,331.2,0.991,1.43357
8.35,1.739,0.54,1619.0,534.7,0.794,1.53269
8.13,1.654,0.416,1115.9,377.2,0.962,1.60637
8.0,1.307,0.459,552.2,401.8,0.943,1.49229
7.33,1.011,0.36,857.8,350.9,0.98,1.43525
5.19,1.018,0.438,386.4,313.9,0.998,1.2044
2.56,1.885,0.321,1776.4,314.7,0.998,1.08595
4.52,1.22,0.319,631.0,579.3,0.712,1.47819
2.22,1.61,0.462,637.2,316.5,0.997,1.31536
6.99,1.437,0.423,722.7,432.1,0.917,1.56004
7.73,1.184,0.301,1141.8,376.4,0.963,1.5852
8.35,1.686,0.721,1057.2,332.6,0.99,1.33864
2.63,1.184,0.45,1208.2,348.7,0.981,1.23891
8.25,1.29,0.473,993.8,430.7,0.918,1.43765
3.23,1.366,0.291,1333.8,547.4,0.773,1.36567
5.29,1.77,0.319,313.0,309.7,1.0,1.42113
3.18,1.386,0.591,822.0,307.6,1.001,1.18537
7.32,1.797,0.775,554.2,376.4,0.963,1.33421
3.14,1.948,0.744,1645.7,542.8,0.781,1.2674
4.49,1.577,0.267,1209.4,308.4,1.0,1.32449
8.03,1.929,0.537,404.6,357.1,0.976,1.61744
8.73,1.829,0.489,687.4,484.4,0.862,1.61801
4.9,1.141,0.367,300.2,300.1,1.003,1.48828
6.41,1.501,0.508,569.4,327.7,0.992,1.51343
8.1,1.658,0.721,1407.4,318.1,0.997,1.30282
8.73,1.807,0.324,1069.6,527.9,0.804,1.58911
3.15,1.282,0.5,611.9,505.0,0.836,1.24048
3.72,1.054,0.386,1556.7,487.0,0.858,1.27441
4.85,1.188,0.443,1580.6,432.2,0.917,1.33229
2.15,1.706,0.783,983.6,489.0,0.856,0.97199
2.13,1.885,0.835,442.4,337.1,0.988,1.12172
4.35,1.486,0.602,664.4,538.0,0.789,1.25296
4.14,1.095,0.455,1642.0,425.0,0.923,1.16559
2.42,1.844,0.552,351.4,325.1,0.994,1.35798
1.83,1.529,0.618,873.0,334.9,0.989,1.15258
4.55,1.575,0.434,869.3,524.1,0.81,1.49132
7.53,1.52,0.419,542.8,343.9,0.984,1.59874
1.08,1.273,0.472,1662.6,368.7,0.968,1.01765
1.2,1.906,0.594,1238.6,473.8,0.874,1.10048
6.23,1.191,0.315,1783.5,410.9,0.936,1.53329
7.91,1.33,0.553,1254.7,388.7,0.954,1.31182
1.88,1.728,0.538,730.1,328.7,0.992,1.26952
3.81,1.906,0.311,1394.0,449.6,0.9,1.25861
7.17,1.042,0.348,971.9,479.4,0.867,1.453
3.73,1.118,0.242,649.4,466.2,0.882,1.41271
8.81,1.637,0.71,763.7,318.4,0.997,1.3379
8.77,1.806,0.442,1078.5,536.5,0.791,1.61648
8.56,1.319,0.339,1524.2,547.5,0.773,1.57799
7.92,1.589,0.23,546.5,383.7,0.958,1.44406
6.33,1.112,0.328,1323.9,457.3,0.892,1.50495
2.17,1.248,0.498,1255.9,489.0,0.856,1.12277
8.24,1.798,0.333,580.9,367.4,0.969,1.56051
3.59,1.912,0.571,723.5,551.7,0.766,1.43759
5.98,1.696,0.711,845.4,329.2,0.992,1.32939
8.88,1.846,0.778,560.5,491.8,0.853,1.36152
1.59,1.021,0.427,346.6,314.4,0.998,1.04465
8.92,1.349,0.457,1062.9,531.4,0.799,1.4767
4.49,1.166,0.205,400.3,316.9,0.997,1.37255
8.07,1.163,0.363,917.6,380.1,0.96,1.539
2.44,1.281,0.353,1287.6,402.5,0.943,1.31764
4.45,1.063,0.337,361.2,306.1,1.001,1.46785
7.04,1.843,0.837,452.0,322.4,0.995,1.27634
5.11,1.921,0.607,774.7,405.7,0.94,1.51144
3.61,1.64,0.645,1195.4,443.3,0.906,1.28986
3.35,1.076,0.419,866.1,435.0,0.914,1.23796
1.83,1.963,0.508,533.1,413.8,0.933,1.22461
1.33,1.707,0.6,980.4,511.7,0.827,1.1223
7.44,1.699,0.233,1773.7,317.5,0.997,1.35901
8.56,1.928,0.449,965.4,571.1,0.73,1.61885
8.77,1.904,0.204,901.6,538.8,0.787,1.33681
5.96,1.589,0.515,539.0,357.0,0.976,1.52676
6.64,1.266,0.35,1277.2,371.5,0.966,1.55196
3.58,1.754,0.388,537.3,431.3,0.918,1.40584
2.47,1.392,0.222,1051.3,403.3,0.942,1.05831
4.39,1.164,0.342,612.2,334.8,0.989,1.4803
4.53,1.631,0.484,1306.0,518.5,0.818,1.46927
6.94,1.088,0.369,1415.2,488.2,0.857,1.42813
5.23,1.61,0.25,1103.3,543.7,0.78,1.39675
5.78,1.769,0.804,1099.4,523.4,0.811,1.1532
7.8,1.271,0.289,1399.0,539.0,0.787,1.58469
2.82,1.527,0.625,493.0,310.4,1.0,1.24951
3.02,1.425,0.486,1443.0,317.0,0.997,1.35483
8.79,1.684,0.312,1657.6,564.0,0.744,1.59928
7.51,1.504,0.419,1234.6,382.9,0.958,1.57744
5.57,1.627,0.623,1079.1,432.2,0.917,1.38401
2.18,1.775,0.397,626.8,534.6,0.794,1.25373
7.4,1.663,0.656,1292.6,348.3,0.981,1.40269
2.24,1.942,0.843,1356.2,529.6,0.802,1.06946
6.59,1.166,0.254,990.7,557.7,0.755,1.55764
7.69,1.844,0.621,1345.2,499.5,0.843,1.50378
8.04,1.971,0.228,669.9,435.6,0.913,1.29812
3.38,1.512,0.359,1151.9,592.5,0.68,1.41118
3.17,1.678,0.216,1091.7,473.3,0.874,1.01945
3.37,1.871,0.655,852.9,312.1,0.999,1.40409
5.52,1.957,0.802,1680.7,581.3,0.708,1.25093
3.65,1.909,0.417,1676.4,326.1,0.993,1.37553
3.56,1.15,0.237,781.9,534.7,0.794,1.39107
3.95,1.825,0.586,1565.0,528.4,0.803,1.41854
5.89,1.48,0.485,903.7,323.2,0.994,1.50636
8.22,1.726,0.402,967.2,593.9,0.677,1.60425
1.09,1.856,0.395,1292.7,589.5,0.688,0.95306
5.46,1.836,0.434,1071.1,463.2,0.885,1.53252
7.85,1.217,0.375,773.0,326.5,0.993,1.55403
7.77,1.695,0.516,1256.3,337.5,0.987,1.56964
6.76,1.1,0.311,1461.9,377.8,0.962,1.53468
8.22,1.944,0.725,863.4,560.8,0.75,1.43205
7.07,1.533,0.647,469.9,336.7,0.988,1.3448
4.85,1.189,0.288,1071.7,329.0,0.992,1.49645
7.22,1.294,0.517,1225.8,547.9,0.773,1.29009
1.8,1.902,0.541,312.0,306.0,1.001,1.2499
6.57,1.341,0.577,1289.7,411.8,0.935,1.23794
8.11,1.302,0.413,1187.9,491.8,0.853,1.51329
7.85,1.955,0.699,1042.7,484.2,0.862,1.48638
8.67,1.357,0.351,1411.4,380.4,0.96,1.60231
6.95,1.46,0.327,998.9,564.8,0.742,1.57649
1.12,1.909,0.43,1596.7,449.3,0.9,0.93924
1.87,1.242,0.223,690.3,377.6,0.962,1.0203
3.04,1.907,0.209,409.9,330.9,0.991,0.81071
1.15,1.087,0.39,558.9,491.3,0.853,1.04587
6.57,1.381,0.355,867.3,570.5,0.731,1.5524
5.47,1.431,0.608,1527.7,444.2,0.905,1.22363
5.67,1.975,0.225,948.3,355.6,0.977,1.11369
2.82,1.85,0.759,1209.9,504.7,0.836,1.19665
1.21,1.64,0.584,954.6,464.7,0.884,1.09394
6.69,1.482,0.457,1406.6,309.7,1.0,1.53583
6.74,1.604,0.216,1501.0,531.4,0.799,1.39419
2.67,1.451,0.526,805.6,434.5,0.915,1.29993
2.86,1.039,0.442,1151.0,512.4,0.826,1.03946
4.39,1.785,0.594,495.5,408.6,0.938,1.4733
6.98,1.127,0.486,1276.1,365.9,0.97,1.21944
2.87,1.297,0.538,1352.0,378.6,0.961,1.16305
1.67,1.879,0.534,1160.5,397.0,0.947,1.20687
2.65,1.787,0.449,1159.3,455.7,0.893,1.34109
1.32,1.553,0.209,531.7,366.2,0.97,0.63635
2.53,1.002,0.235,1673.6,497.0,0.846,1.28627
4.53,1.728,0.528,488.4,409.8,0.937,1.50059
7.36,1.801,0.567,1772.4,377.3,0.962,1.54299
4.01,1.819,0.309,616.6,354.6,0.977,1.2891
1.05,1.637,0.646,1700.2,546.8,0.774,0.96003
1.21,1.732,0.211,1325.9,329.1,0.992,0.51743
3.67,1.618,0.707,371.9,346.6,0.982,1.21702
2.51,1.255,0.36,1596.2,465.2,0.883,1.31878
3.06,1.669,0.375,1601.5,454.0,0.895,1.34818
7.7,1.018,0.316,1759.1,529.1,0.802,1.46481
2.08,1.384,0.218,1388.9,454.7,0.894,0.98389
2.7,1.322,0.481,1123.6,467.7,0.881,1.27145
5.34,1.823,0.812,407.4,381.2,0.959,1.25421
5.97,1.44,0.558,1331.9,303.8,1.002,1.37874
6.68,1.103,0.216,1519.1,453.7,0.895,1.53408
7.61,1.889,0.307,1132.9,362.4,0.972,1.4718
6.42,1.871,0.616,1202.2,386.4,0.956,1.52057
2.28,1.599,0.63,680.6,520.5,0.815,1.19214
3.9,1.49,0.34,786.0,435.5,0.914,1.43937
5.64,1.151,0.469,1778.0,541.0,0.784,1.20028
1.77,1.605,0.296,1179.9,434.1,0.915,1.01843
5.27,1.641,0.387,1645.7,476.2,0.871,1.51535
4.53,1.821,0.378,567.6,497.1,0.846,1.46711
5.01,1.857,0.603,1327.5,452.7,0.897,1.47858
4.76,1.881,0.351,355.5,354.6,0.977,1.40842
5.07,1.008,0.251,966.7,398.6,0.946,1.5042
4.99,1.817,0.439,1081.6,536.2,0.791,1.517
1.02,1.029,0.423,1150.3,589.0,0.689,0.83296
6.91,1.083,0.456,1353.3,367.6,0.969,1.24041
7.0,1.004,0.338,1384.1,568.9,0.734,1.38806
6.62,1.006,0.217,382.0,361.7,0.973,1.56595
6.47,1.238,0.396,1528.4,455.8,0.893,1.47863
3.09,1.212,0.275,1792.6,399.9,0.945,1.34233
1.55,1.917,0.858,428.8,313.9,0.998,1.04498
4.04,1.952,0.324,1183.4,555.9,0.759,1.34114
3.45,1.195,0.387,501.5,477.6,0.869,1.39405
1.02,1.004,0.296,1754.0,458.6,0.89,0.99228
5.23,1.383,0.618,1657.0,467.7,0.881,1.12293
5.23,1.365,0.241,987.8,588.9,0.69,1.4766
8.58,1.859,0.296,1061.0,417.5,0.93,1.51072
7.76,1.683,0.569,810.3,436.9,0.912,1.52294
6.21,1.578,0.219,1160.2,483.2,0.863,1.36425
7.02,1.417,0.361,1513.7,587.3,0.694,1.54648
6.43,1.075,0.218,828.7,571.2,0.73,1.54936
4.22,1.013,0.318,1707.8,475.1,0.872,1.39177
1.26,1.575,0.465,303.1,301.4,1.003,1.12369
1.33,1.279,0.21,1752.2,434.2,0.915,0.80195
1.93,1.013,0.422,1517.7,492.3,0.852,0.99309
2.61,1.537,0.539,1656.5,401.1,0.944,1.30297
7.4,1.604,0.267,964.9,372.0,0.966,1.49113
2.66,1.158,0.456,1194.7,390.3,0.953,1.19553
3.21,1.341,0.513,1696.4,358.7,0.975,1.27386
8.25,1.244,0.55,1564.6,521.6,0.813,1.18728
4.68,1.951,0.236,805.0,342.2,0.985,1.08308
8.65,1.388,0.383,750.1,401.6,0.944,1.60444
2.94,1.804,0.49,472.6,350.3,0.98,1.39856
6.76,1.208,0.272,1530.7,557.5,0.756,1.55363
8.3,1.359,0.552,333.1,302.0,1.003,1.40245
3.11,1.408,0.36,1075.7,573.9,0.724,1.38997
4.27,1.522,0.393,730.8,329.7,0.991,1.48439
7.42,1.902,0.848,1438.3,477.7,0.869,1.24276
5.89,1.458,0.434,1445.7,354.0,0.978,1.52353
1.71,1.22,0.216,1165.7,330.9,0.991,0.95553
7.36,1.351,0.211,1732.2,590.4,0.686,1.52532
4.36,1.099,0.371,1626.3,517.6,0.819,1.35641
2.92,1.999,0.509,1326.9,492.5,0.852,1.3768
6.62,1.176,0.326,1067.7,366.9,0.969,1.55093
4.85,1.535,0.311,1267.6,591.5,0.683,1.48721
6.55,1.647,0.466,1307.0,491.5,0.853,1.54846
3.73,1.166,0.225,1420.1,441.5,0.908,1.3547
7.63,1.885,0.577,1014.9,515.7,0.822,1.55406
8.47,1.414,0.294,389.3,353.0,0.978,1.60985
1.01,1.938,0.486,519.4,303.1,1.002,0.95074
4.41,1.211,0.494,952.3,431.6,0.917,1.24164
1.21,1.445,0.616,1045.1,426.4,0.922,0.96148
8.89,1.426,0.567,366.2,349.0,0.981,1.43052
1.66,1.929,0.427,546.7,331.3,0.991,1.09437
4.74,1.912,0.49,871.8,455.8,0.893,1.51147
8.03,1.113,0.376,1311.1,496.1,0.847,1.4488
5.55,1.348,0.289,511.8,439.8,0.909,1.52614
6.41,1.021,0.283,917.8,442.3,0.907,1.53258
2.41,1.574,0.609,621.8,474.2,0.873,1.2377
6.29,1.635,0.255,1191.5,371.1,0.967,1.40235
3.38,1.301,0.484,1101.1,464.6,0.884,1.29545
3.62,1.972,0.641,1442.0,592.5,0.68,1.37826
6.45,1.835,0.754,1304.3,545.3,0.777,1.29636
1.95,1.343,0.385,715.8,307.9,1.001,1.26386
3.07,1.465,0.211,642.3,506.9,0.833,1.12087
5.54,1.951,0.579,1206.9,483.8,0.862,1.52316
5.89,1.769,0.778,773.2,510.3,0.829,1.22452
6.79,1.394,0.544,727.2,317.3,0.997,1.40139
4.87,1.569,0.707,640.6,305.6,1.001,1.19313
8.55,1.748,0.694,1355.6,530.2,0.801,1.36749
5.12,1.162,0.489,867.1,353.8,0.978,1.23328
4.11,1.487,0.267,440.6,335.3,0.988,1.34278
1.2,1.556,0.592,347.1,330.4,0.991,1.10197
8.97,1.938,0.41,1776.0,350.5,0.98,1.59645
1.35,1.432,0.636,1440.7,585.6,0.698,0.83684
8.85,1.704,0.574,1487.9,355.5,0.977,1.53686
8.9,1.97,0.886,1262.8,467.7,0.881,1.27559
6.39,1.382,0.443,793.4,383.4,0.958,1.51851
2.83,1.918,0.677,922.8,419.6,0.928,1.35186
1.95,1.325,0.494,429.3,338.8,0.987,1.23069
5.75,1.002,0.345,1538.4,585.6,0.698,1.32828
2.95,1.953,0.384,1774.5,380.7,0.96,1.25106
1.26,1.539,0.456,1411.4,460.8,0.888,1.10075
1.07,1.377,0.319,913.0,354.3,0.978,0.9306
2.19,1.272,0.325,1611.2,539.9,0.786,1.26803
7.54,1.72,0.66,532.3,308.4,1.0,1.46553
6.97,1.084,0.247,420.7,374.7,0.964,1.5844
7.9,1.919,0.589,1110.0,376.5,0.963,1.57648
8.52,1.858,0.393,493.9,384.6,0.957,1.60805
2.51,1.963,0.225,833.8,587.9,0.692,0.90368
