Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev
3.58,1.388,0.583,977.6,485.0,0.861,1.1764,0.00046
1.58,1.043,0.335,533.8,410.6,0.936,1.18651,0.00038
8.06,1.12,0.44,1062.4,597.7,0.666,1.27041,0.00037
6.43,1.557,0.414,773.3,375.8,0.963,1.57083,0.00036
4.69,1.565,0.606,1322.9,483.4,0.863,1.32329,0.00037
2.15,1.656,0.258,1328.7,519.9,0.816,1.01779,0.00038
8.35,1.191,0.312,1670.4,416.9,0.931,1.58091,0.00033
2.45,1.443,0.426,757.8,333.4,0.989,1.34269,0.00041
5.24,1.582,0.223,1220.9,394.4,0.949,1.27789,0.00042
7.16,1.135,0.34,650.1,515.1,0.822,1.52393,0.0004
7.18,1.861,0.707,705.2,409.3,0.937,1.45613,0.00041
4.61,1.068,0.407,447.4,375.9,0.963,1.34167,0.00039
6.49,1.936,0.869,599.2,583.6,0.703,1.19389,0.00038
7.28,1.35,0.555,666.0,473.1,0.875,1.31811,0.00048
6.84,1.215,0.523,1576.2,355.4,0.977,1.22722,0.00043
7.52,1.218,0.536,1525.7,362.1,0.973,1.21037,0.00045
7.49,1.341,0.316,946.1,313.1,0.999,1.59001,0.00035
7.49,1.039,0.255,939.9,591.6,0.683,1.55229,0.00038
5.05,1.691,0.354,496.0,464.6,0.884,1.49648,0.00039
4.32,1.544,0.62,1104.1,559.7,0.752,1.23929,0.00041
2.46,1.029,0.415,1395.2,533.5,0.796,1.07479,0.00039
8.03,1.465,0.528,326.5,316.5,0.997,1.5108,0.00036
7.38,1.488,0.316,1360.7,351.5,0.979,1.56848,0.00039
8.68,1.374,0.581,1693.0,323.2,0.994,1.30767,0.00041
6.72,1.212,0.216,658.2,595.1,0.673,1.55256,0.0004
7.23,1.588,0.517,1053.3,522.4,0.812,1.50124,0.00043
7.32,1.566,0.428,382.6,350.0,0.98,1.60093,0.00036
8.13,1.472,0.271,1411.8,306.7,1.001,1.5478,0.00036
6.69,1.199,0.309,1035.4,586.7,0.695,1.53479,0.00041
5.19,1.444,0.531,386.5,303.2,1.002,1.44239,0.00042
4.62,1.785,0.64,1020.9,519.9,0.816,1.39798,0.00043
4.11,1.212,0.446,1025.7,464.3,0.884,1.33012,0.00043
5.79,1.773,0.261,426.9,402.4,0.943,1.34699,0.0004
1.31,1.591,0.642,1587.3,344.5,0.983,1.05404,0.00041
5.99,1.987,0.544,1097.6,499.8,0.843,1.5526,0.00039
5.39,1.948,0.348,1074.8,342.2,0.985,1.41132,0.00046
8.64,1.089,0.275,1466.2,577.1,0.717,1.56043,0.00037
2.12,1.726,0.559,923.9,454.2,0.895,1.29234,0.00039
1.15,1.509,0.253,895.0,420.9,0.927,0.75295,0.0003
1.81,1.664,0.754,911.1,492.3,0.852,0.96077,0.00044
5.39,1.118,0.463,1497.2,307.1,1.001,1.23878,0.00048
3.57,1.815,0.719,336.3,310.3,1.0,1.35382,0.00042
3.18,1.052,0.43,1238.0,338.9,0.987,1.17131,0.00041
3.18,1.731,0.688,1351.8,536.7,0.791,1.22611,0.00044
1.94,1.773,0.513,799.7,322.9,0.995,1.26882,0.00041
2.37,1.597,0.299,1398.7,591.3,0.684,1.22027,0.00039
5.91,1.755,0.778,504.3,434.8,0.914,1.25219,0.00038
6.56,1.26,0.407,1015.0,428.7,0.92,1.49551,0.00038
4.6,1.277,0.379,408.9,398.2,0.946,1.49762,0.00039
5.69,1.402,0.307,1795.5,380.2,0.96,1.51219,0.00037
6.28,1.97,0.603,1150.4,530.9,0.8,1.5254,0.00036
4.21,1.986,0.355,1275.8,589.6,0.688,1.4106,0.00035
4.74,1.674,0.274,1306.5,495.8,0.848,1.36736,0.00039
5.45,1.457,0.43,924.4,558.6,0.754,1.49199,0.00036
8.35,1.096,0.309,1558.4,586.4,0.696,1.50864,0.00039
7.92,1.685,0.477,1057.5,420.0,0.928,1.58834,0.00038
5.71,1.838,0.4,1525.4,597.1,0.668,1.53623,0.00041
6.38,1.273,0.285,1319.5,496.5,0.847,1.55138,0.00039
6.76,1.291,0.38,1282.1,501.5,0.84,1.52051,0.00038
4.47,1.759,0.743,1639.0,491.8,0.853,1.21973,0.00041
6.83,1.943,0.528,1352.8,469.8,0.878,1.57161,0.00038
7.22,1.338,0.221,1722.4,494.2,0.85,1.5061,0.00034
1.15,1.451,0.274,609.1,354.5,0.978,0.83025,0.00032
2.39,1.501,0.493,1246.7,437.0,0.912,1.30736,0.00041
1.89,1.291,0.528,655.8,523.3,0.811,1.08093,0.0004
8.19,1.725,0.623,1677.9,481.6,0.865,1.45399,0.00034
3.63,1.313,0.459,1487.2,446.8,0.903,1.34954,0.00042
7.43,1.265,0.289,871.4,418.0,0.93,1.58939,0.00044
6.52,1.6,0.479,1377.0,428.7,0.92,1.53723,0.00037
4.12,1.845,0.227,406.7,371.6,0.966,1.05833,0.00036
5.36,1.224,0.364,1477.3,477.1,0.87,1.47912,0.00042
1.33,1.348,0.246,1629.9,438.4,0.911,0.88005,0.00033
8.88,1.505,0.416,720.3,436.5,0.913,1.60887,0.0004
1.68,1.07,0.311,340.4,334.2,0.989,1.21649,0.00042
1.95,1.149,0.216,687.7,521.4,0.814,1.1114,0.00042
3.54,1.659,0.326,1559.6,522.6,0.812,1.36009,0.00035
8.6,1.971,0.387,1487.3,549.8,0.769,1.60274,0.00033
1.79,1.973,0.895,848.3,387.9,0.954,1.02408,0.00035
8.04,1.499,0.215,471.6,416.9,0.931,1.46029,0.00043
5.82,1.068,0.235,1740.0,510.8,0.828,1.51558,0.00034
2.36,1.819,0.828,325.9,304.4,1.002,1.10045,0.00039
1.04,1.24,0.323,1290.5,391.1,0.952,0.97444,0.00033
2.47,1.495,0.331,1570.7,398.7,0.946,1.25716,0.00044
8.6,1.119,0.246,401.7,310.4,1.0,1.61971,0.0004
2.81,1.876,0.302,1458.3,349.3,0.981,1.09326,0.00037
5.16,1.711,0.537,704.8,387.3,0.955,1.51204,0.00037
2.38,1.926,0.66,415.6,333.2,0.99,1.34536,0.0004
4.76,1.988,0.244,648.9,311.5,0.999,1.09353,0.00042
4.49,1.398,0.5,995.6,321.3,0.995,1.4109,0.00038
6.2,1.378,0.534,1678.5,482.7,0.864,1.329,0.00047
5.35,1.508,0.637,1102.4,514.4,0.823,1.22589,0.00046
5.53,1.443,0.603,904.7,525.7,0.807,1.2403,0.00046
3.07,1.596,0.35,1291.6,311.3,0.999,1.32618,0.00042
7.03,1.545,0.662,1539.0,372.9,0.965,1.27875,0.00039
2.39,1.491,0.52,311.1,307.4,1.001,1.33182,0.00043
8.41,1.49,0.522,726.3,331.4,0.99,1.51693,0.00044
7.16,1.215,0.345,1320.0,429.4,0.919,1.54681,0.00039
2.09,1.041,0.449,1374.6,565.7,0.74,0.9201,0.00045
6.82,1.903,0.663,447.5,370.9,0.967,1.52656,0.00043
5.66,1.939,0.267,316.4,300.4,1.003,1.25926,0.00042
8.05,1.266,0.251,721.0,466.1,0.882,1.59455,0.00032
2.71,1.95,0.715,352.1,327.7,0.992,1.35761,0.0004
3.15,1.965,0.383,1553.3,516.0,0.821,1.311,0.00041
4.49,1.03,0.262,392.7,375.9,0.963,1.49371,0.00042
4.72,1.125,0.413,882.7,338.5,0.987,1.37238,0.00047
7.58,1.912,0.335,1466.7,313.2,0.999,1.49411,0.00043
3.99,1.738,0.733,1435.0,474.9,0.873,1.21514,0.00042
2.71,1.798,0.67,1658.2,551.8,0.766,1.2469,0.00044
3.21,1.003,0.225,874.8,375.4,0.964,1.36091,0.00039
6.72,1.13,0.273,1208.8,386.4,0.956,1.56124,0.00037
2.79,1.229,0.435,480.1,452.3,0.897,1.3154,0.00041
6.94,1.872,0.289,1744.9,592.6,0.68,1.50273,0.0004
4.12,1.625,0.217,1371.7,379.6,0.961,1.13093,0.00038
3.96,1.749,0.223,1710.1,507.1,0.833,1.12567,0.0004
2.59,1.066,0.423,1702.0,411.0,0.936,1.14838,0.00043
3.48,1.909,0.85,1498.3,399.8,0.945,1.14635,0.00037
5.43,1.257,0.227,1067.3,383.6,0.958,1.44487,0.00039
1.23,1.182,0.484,662.9,596.1,0.671,0.91888,0.00038
4.2,1.57,0.706,1576.9,364.9,0.971,1.13007,0.00042
7.13,1.001,0.236,1415.1,332.8,0.99,1.56549,0.00033
7.22,1.015,0.251,1137.1,345.7,0.983,1.57114,0.00034
6.84,1.928,0.6,1454.0,417.7,0.93,1.54344,0.0004
7.44,1.021,0.44,374.7,301.1,1.003,1.25995,0.00044
3.97,1.689,0.757,908.9,574.2,0.723,1.0788,0.00043
8.74,1.121,0.394,1759.9,458.6,0.89,1.42984,0.00044
5.44,1.546,0.407,922.3,491.6,0.853,1.53301,0.00036
4.24,1.593,0.703,1118.4,416.2,0.931,1.16867,0.00043
8.33,1.282,0.51,1376.1,412.9,0.934,1.35421,0.0004
7.39,1.599,0.633,678.1,381.1,0.959,1.40843,0.00036
7.7,1.43,0.55,530.9,495.8,0.848,1.40331,0.00046
7.27,1.295,0.262,1418.2,550.7,0.768,1.57056,0.00032
4.3,1.085,0.353,1569.5,581.7,0.707,1.3457,0.00041
6.57,1.715,0.346,504.7,457.5,0.892,1.55191,0.00037
6.79,1.464,0.291,692.1,555.7,0.759,1.56929,0.00031
4.9,1.365,0.278,1417.0,479.5,0.867,1.46812,0.00037
4.7,1.769,0.77,1210.4,499.7,0.843,1.19266,0.00045
7.97,1.317,0.32,1710.8,410.4,0.936,1.58896,0.00037
4.91,1.871,0.513,674.9,355.9,0.977,1.52617,0.0004
1.2,1.007,0.356,1198.7,561.1,0.749,1.01543,0.00042
1.61,1.145,0.399,576.7,390.2,0.953,1.18197,0.00045
5.09,1.355,0.428,1406.7,547.0,0.774,1.43732,0.00046
7.56,1.022,0.324,546.5,374.7,0.964,1.52554,0.00035
2.68,1.944,0.554,698.3,566.5,0.739,1.37125,0.00036
3.05,1.005,0.354,699.5,395.0,0.949,1.31355,0.0004
3.66,1.085,0.263,723.7,565.9,0.74,1.42807,0.00035
7.31,1.118,0.367,1780.4,430.0,0.919,1.46619,0.00046
1.14,1.325,0.248,1275.6,547.3,0.774,0.87012,0.0003
5.75,1.234,0.471,727.8,316.7,0.997,1.38582,0.00037
3.8,1.004,0.429,1161.7,465.7,0.883,1.08625,0.00047
8.74,1.263,0.373,1227.7,497.2,0.846,1.54995,0.0004
3.3,1.355,0.405,1511.7,402.2,0.943,1.3988,0.00042
3.66,1.633,0.343,1509.8,423.0,0.925,1.37902,0.00042
1.29,1.351,0.269,1329.0,347.3,0.982,0.91121,0.00036
1.03,1.026,0.275,1684.2,459.9,0.889,0.97588,0.00035
3.82,1.422,0.277,657.1,462.0,0.887,1.38163,0.00042
1.06,1.463,0.281,1281.6,317.4,0.997,0.79374,0.00029
7.27,1.398,0.513,1471.4,571.2,0.73,1.3662,0.0004
2.87,1.385,0.622,785.2,493.8,0.85,1.03164,0.00042
4.97,1.396,0.218,1102.1,379.2,0.961,1.33052,0.00038
2.89,1.644,0.274,662.7,458.3,0.891,1.17648,0.00035
8.68,1.353,0.565,1479.4,354.4,0.978,1.32282,0.00042
3.98,1.603,0.433,1240.6,545.9,0.776,1.45565,0.00036
5.92,1.903,0.66,1067.6,482.6,0.864,1.47003,0.00043
8.24,1.067,0.33,1284.9,313.8,0.998,1.53327,0.00043
5.08,1.779,0.632,1022.4,395.9,0.948,1.44768,0.00037
7.9,1.664,0.214,567.8,498.5,0.844,1.41073,0.00035
4.58,1.029,0.288,1140.4,365.4,0.971,1.47146,0.00042
2.91,1.394,0.506,1506.3,362.4,0.972,1.30602,0.00037
5.8,1.918,0.421,706.5,396.1,0.948,1.53052,0.00037
7.14,1.172,0.474,1568.5,503.3,0.838,1.26961,0.00041
5.11,1.263,0.351,699.7,367.6,0.969,1.51888,0.00035
8.11,1.985,0.814,1256.4,437.2,0.912,1.37998,0.00041
5.15,1.318,0.456,589.9,560.8,0.75,1.40003,0.00038
8.86,1.681,0.703,971.4,435.4,0.914,1.35488,0.00041
1.8,1.513,0.393,1560.2,407.7,0.939,1.19894,0.00039
2.38,1.632,0.336,1334.3,456.3,0.893,1.21778,0.00035
2.64,1.823,0.611,898.9,429.2,0.919,1.35003,0.00044
7.33,1.844,0.262,865.9,328.0,0.992,1.37961,0.00038
5.2,1.763,0.671,1425.1,517.8,0.819,1.35267,0.00045
3.98,1.104,0.328,797.5,390.7,0.952,1.44515,0.00033
3.24,1.099,0.254,1267.1,449.1,0.9,1.37131,0.00041
4.41,1.41,0.373,348.0,321.6,0.995,1.50349,0.00039
4.04,1.468,0.415,526.6,373.9,0.965,1.48041,0.00037
6.0,1.739,0.332,1486.0,407.1,0.939,1.48855,0.00039
4.21,1.247,0.45,433.0,311.4,0.999,1.40477,0.00044
8.31,1.742,0.415,1092.5,381.1,0.959,1.6101,0.00036
7.76,1.157,0.294,557.2,491.8,0.853,1.59084,0.00044
7.82,1.764,0.756,1218.6,374.8,0.964,1.3227,0.00042
1.81,1.274,0.274,1342.5,442.0,0.907,1.12513,0.00037
7.43,1.533,0.395,662.7,560.4,0.751,1.58511,0.00036
6.19,1.641,0.266,670.7,563.1,0.745,1.48668,0.00041
4.09,1.633,0.451,479.2,432.2,0.917,1.48693,0.00037
6.17,1.848,0.751,1066.4,470.4,0.878,1.34245,0.00042
7.82,1.446,0.291,1502.5,419.8,0.928,1.57482,0.00034
5.03,1.022,0.289,1160.3,345.3,0.983,1.49005,0.00042
7.55,1.474,0.414,1539.8,522.4,0.812,1.55188,0.00038
3.38,1.512,0.359,1151.9,592.5,0.68,1.41118,0.00042
4.03,1.633,0.35,1620.9,416.2,0.931,1.41478,0.00037
8.36,1.88,0.239,1312.9,347.7,0.982,1.34716,0.00041
1.88,1.748,0.691,489.2,330.8,0.991,1.21054,0.00041
8.34,1.773,0.214,1573.4,323.1,0.994,1.30921,0.00037
7.85,1.198,0.443,1544.8,493.5,0.851,1.38264,0.00041
7.55,1.464,0.541,800.8,350.5,0.98,1.46203,0.00037
1.16,1.43,0.246,538.9,341.1,0.985,0.76451,0.00031
4.49,1.178,0.28,1344.2,563.6,0.745,1.46795,0.0004
1.07,1.347,0.321,1537.4,330.7,0.991,0.93631,0.00029
4.64,1.912,0.209,1433.5,369.0,0.968,0.99816,0.00041
6.03,1.22,0.246,1138.4,584.3,0.701,1.53401,0.00039
2.26,1.505,0.31,951.8,397.8,0.947,1.19068,0.0004
1.9,1.136,0.361,436.5,363.2,0.972,1.25917,0.00044
1.15,1.843,0.223,1668.5,539.4,0.786,0.56057,0.00023
3.06,1.02,0.409,1754.2,427.2,0.921,1.15006,0.0004
6.4,1.869,0.374,875.0,378.2,0.962,1.52203,0.00037
1.37,1.725,0.311,1653.0,368.4,0.968,0.86359,0.00029
4.71,1.089,0.358,1163.3,464.3,0.884,1.41182,0.00041
6.11,1.806,0.416,494.6,458.0,0.891,1.56338,0.00038
1.39,1.723,0.447,1632.2,454.8,0.894,1.10207,0.00036
1.07,1.163,0.373,1549.6,582.7,0.705,1.0108,0.00039
8.62,1.904,0.589,664.3,343.8,0.984,1.59723,0.00038
2.74,1.554,0.318,575.7,346.7,0.982,1.26288,0.00035
5.0,1.125,0.372,614.2,597.2,0.668,1.38069,0.00036
5.25,1.521,0.325,652.8,460.0,0.889,1.51029,0.00039
8.87,1.677,0.262,1032.4,543.0,0.781,1.55711,0.00035
2.21,1.537,0.658,332.5,303.9,1.002,1.15757,0.00045
1.94,1.941,0.558,797.2,482.3,0.864,1.27405,0.00036
8.46,1.773,0.408,791.5,333.4,0.989,1.61289,0.00036
6.7,1.76,0.27,635.5,431.7,0.917,1.43102,0.00039
5.4,1.663,0.598,1711.3,335.9,0.988,1.43454,0.00041
8.08,1.38,0.281,1328.1,332.9,0.99,1.57946,0.0004
3.74,1.037,0.276,931.0,598.2,0.665,1.40667,0.00041
2.5,1.384,0.215,1787.5,556.8,0.757,1.10422,0.00034
1.31,1.655,0.689,1775.7,445.4,0.904,1.0053,0.00042
1.98,1.087,0.375,997.5,578.3,0.715,1.17269,0.00043
3.17,1.392,0.442,578.9,442.7,0.907,1.39751,0.00041
2.8,1.899,0.713,613.3,479.3,0.867,1.31156,0.00043
3.74,1.535,0.533,750.5,336.4,0.988,1.41319,0.00046
2.69,1.014,0.233,449.0,376.3,0.963,1.31883,0.0004
3.63,1.142,0.375,586.8,326.6,0.993,1.41152,0.00042
8.21,1.804,0.227,526.7,336.4,0.988,1.3412,0.00041
2.57,1.946,0.515,735.2,327.5,0.992,1.34338,0.00039
2.06,1.744,0.295,780.1,423.7,0.925,1.02198,0.00036
5.34,1.597,0.717,1293.6,324.9,0.994,1.18913,0.00043
3.02,1.246,0.305,1710.5,462.1,0.887,1.36039,0.00046
7.03,1.829,0.828,1034.4,569.2,0.734,1.18038,0.00037
5.64,1.262,0.528,1794.2,304.8,1.002,1.24824,0.00039
5.08,1.99,0.253,1302.5,492.8,0.851,1.21414,0.00044
3.19,1.175,0.509,1020.6,534.8,0.794,1.04971,0.00046
7.11,1.966,0.356,405.7,364.8,0.971,1.51109,0.00039
2.71,1.365,0.349,888.1,368.3,0.969,1.34775,0.00042
6.8,1.138,0.493,1552.1,586.3,0.696,1.12675,0.00034
7.81,1.287,0.291,547.8,506.0,0.835,1.60415,0.00035
8.52,1.414,0.475,728.5,407.8,0.938,1.52807,0.00037
2.44,1.767,0.54,639.2,514.9,0.823,1.34324,0.00037
1.51,1.617,0.702,762.9,570.7,0.731,0.95435,0.00037
3.07,1.41,0.38,1229.8,492.8,0.851,1.38807,0.00042
4.29,1.542,0.581,603.2,302.0,1.003,1.39306,0.00042
5.26,1.686,0.481,1445.3,509.4,0.83,1.50725,0.0004
4.25,1.762,0.499,1302.7,338.3,0.987,1.48192,0.00039
5.99,1.122,0.318,1436.2,340.2,0.986,1.52044,0.00041
5.09,1.267,0.448,1698.5,430.7,0.918,1.38953,0.00044
6.18,1.35,0.247,784.9,463.1,0.886,1.50518,0.00041
8.66,1.092,0.225,1278.0,307.8,1.001,1.59561,0.0004
1.11,1.517,0.681,1748.5,330.1,0.991,0.87515,0.00049
3.51,1.892,0.801,946.2,516.4,0.821,1.20029,0.00046
1.03,1.683,0.439,1327.8,324.7,0.994,0.97024,0.00036
7.0,1.946,0.707,1721.8,552.7,0.764,1.4176,0.00048
8.67,1.724,0.684,1510.8,479.3,0.867,1.38338,0.00037
4.38,1.315,0.541,994.0,344.5,0.983,1.26204,0.00039
7.75,1.008,0.359,1186.8,430.1,0.919,1.41346,0.00038
3.13,1.152,0.273,888.1,308.2,1.0,1.3694,0.00035
6.49,1.602,0.671,1600.6,364.0,0.971,1.30296,0.00035
5.84,1.409,0.4,1421.1,580.2,0.71,1.49241,0.00041
5.23,1.461,0.303,1667.1,474.0,0.874,1.48839,0.00037
1.25,1.596,0.432,508.0,445.6,0.904,1.09112,0.0004
7.95,1.213,0.3,533.4,486.8,0.859,1.60286,0.00033
7.08,1.791,0.8,1581.5,376.1,0.963,1.24492,0.00037
6.15,1.256,0.273,324.6,319.8,0.996,1.55038,0.00044
3.69,1.208,0.473,815.6,411.2,0.936,1.27525,0.00045
2.89,1.224,0.301,1638.4,423.6,0.925,1.34585,0.00035
5.02,1.789,0.683,632.6,445.5,0.904,1.3966,0.0004
4.88,1.374,0.335,343.0,338.3,0.987,1.51849,0.00041
3.28,1.035,0.364,350.0,348.4,0.981,1.3561,0.0004
4.83,1.014,0.354,325.8,323.0,0.994,1.42721,0.00046
3.53,1.605,0.311,459.0,428.4,0.92,1.34496,0.00038
6.99,1.314,0.305,1342.8,375.2,0.964,1.57114,0.00034
3.39,1.67,0.701,614.5,430.9,0.918,1.23262,0.00039
7.3,1.17,0.372,327.7,313.5,0.999,1.54922,0.00035
1.2,1.38,0.33,729.6,402.6,0.943,1.00693,0.00039
1.29,1.055,0.252,664.4,436.4,0.913,1.04041,0.00031
6.69,1.867,0.704,1646.7,306.1,1.001,1.4433,0.00045
4.18,1.902,0.421,380.5,378.0,0.962,1.44789,0.00037
3.9,1.3,0.466,1363.8,389.8,0.953,1.35952,0.00042
2.46,1.009,0.427,1635.5,322.7,0.995,1.05433,0.00037
5.92,1.37,0.345,1148.1,431.2,0.918,1.5447,0.00034
2.24,1.366,0.362,1126.6,415.5,0.932,1.28898,0.00035
6.52,1.148,0.371,1429.7,412.7,0.934,1.47652,0.00036
8.88,1.14,0.464,593.6,550.5,0.768,1.30275,0.00044
8.92,1.056,0.218,688.8,551.0,0.767,1.61487,0.00034
1.87,1.646,0.513,452.5,353.6,0.978,1.27321,0.00043
6.79,1.791,0.401,1032.0,584.9,0.699,1.57704,0.00042
2.14,1.58,0.209,623.4,446.7,0.903,0.85604,0.0003
7.47,1.868,0.82,778.8,597.7,0.666,1.22291,0.00041
8.21,1.606,0.678,385.6,309.9,1.0,1.37838,0.0004
2.18,1.775,0.397,626.8,534.6,0.794,1.25373,0.00039
2.39,1.354,0.332,404.3,369.9,0.967,1.30285,0.00037
1.55,1.387,0.362,515.6,442.3,0.907,1.16334,0.00035
5.09,1.314,0.441,1255.9,556.7,0.757,1.39751,0.00041
6.96,1.703,0.371,1293.4,524.4,0.809,1.57418,0.00038
3.59,1.41,0.548,1194.5,415.4,0.932,1.28675,0.00038
7.83,1.806,0.355,583.0,553.5,0.763,1.59879,0.00036
8.8,1.533,0.606,677.5,502.2,0.84,1.39271,0.0004
7.76,1.252,0.479,520.5,313.4,0.999,1.42989,0.00035
1.28,1.716,0.573,871.5,486.0,0.86,1.12671,0.00044
1.18,1.256,0.289,661.8,514.5,0.823,1.00003,0.00039
1.34,1.936,0.527,650.3,414.0,0.933,1.11879,0.00037
3.11,1.529,0.432,567.8,456.3,0.893,1.41261,0.00042
5.2,1.611,0.476,887.3,509.9,0.829,1.50542,0.00039
2.58,1.862,0.431,360.0,311.9,0.999,1.30011,0.00038
6.15,1.339,0.485,978.5,333.5,0.989,1.43954,0.00035
6.86,1.048,0.452,817.1,583.7,0.702,1.14538,0.00039
8.58,1.564,0.574,815.1,329.5,0.991,1.48939,0.00037
5.47,1.345,0.42,970.2,357.6,0.976,1.50161,0.00038
2.79,1.535,0.455,1099.6,388.2,0.954,1.37281,0.00039
5.17,1.419,0.337,1013.6,515.7,0.822,1.51789,0.00039
1.5,1.333,0.294,566.2,384.1,0.957,1.06134,0.00035
8.92,1.61,0.541,1368.3,317.7,0.997,1.53862,0.00038
8.69,1.204,0.374,1289.8,310.9,1.0,1.54989,0.00037
8.56,1.96,0.816,1556.8,405.4,0.94,1.36755,0.00036
1.28,1.905,0.785,1655.3,517.5,0.819,1.00748,0.00051
2.39,1.461,0.616,1651.5,362.4,0.972,1.12492,0.00038
8.12,1.768,0.594,1485.7,337.6,0.987,1.53404,0.00041
1.83,1.489,0.348,1736.6,426.1,0.922,1.16471,0.00035
2.5,1.073,0.299,358.0,331.6,0.99,1.34373,0.00036
5.08,1.376,0.525,1085.2,428.2,0.92,1.3523,0.00039
3.58,1.319,0.579,838.8,308.2,1.0,1.14516,0.00044
2.95,1.628,0.648,1747.3,527.8,0.804,1.19679,0.00046
3.51,1.096,0.311,1360.5,388.7,0.954,1.40954,0.00037
2.85,1.398,0.474,1288.9,470.2,0.878,1.32492,0.00036
4.38,1.144,0.468,1383.5,533.4,0.796,1.1703,0.00046
8.31,1.94,0.649,739.0,388.0,0.954,1.55776,0.0004
1.78,1.106,0.416,321.4,300.3,1.003,1.19124,0.00039
2.33,1.487,0.297,443.9,417.1,0.93,1.19801,0.00039
6.46,1.203,0.228,1604.1,401.5,0.944,1.51169,0.00038
7.24,1.789,0.49,819.1,510.7,0.828,1.58163,0.00034
1.39,1.364,0.61,590.0,393.0,0.95,0.93831,0.00043
2.18,1.435,0.581,490.0,328.7,0.992,1.19864,0.00038
4.15,1.913,0.724,803.3,329.2,0.992,1.39876,0.00045
8.59,1.679,0.536,378.3,322.1,0.995,1.59017,0.00038
7.21,1.065,0.363,672.6,320.2,0.996,1.48325,0.00037
4.65,1.283,0.495,588.2,385.7,0.956,1.34934,0.00036
8.37,1.95,0.295,657.4,406.9,0.939,1.4753,0.00038
4.42,1.423,0.419,1651.2,447.2,0.902,1.46066,0.00039
8.24,1.798,0.333,580.9,367.4,0.969,1.56051,0.00034
4.55,1.564,0.469,923.2,306.6,1.001,1.49341,0.00036
1.28,1.764,0.266,1168.9,542.7,0.781,0.77011,0.00032
7.75,1.275,0.386,1711.4,470.4,0.878,1.52163,0.0004
5.94,1.344,0.29,302.5,301.7,1.003,1.53994,0.0004
7.36,1.21,0.382,877.1,459.8,0.889,1.51356,0.00037
2.72,1.106,0.475,991.4,391.8,0.951,1.07804,0.00046
7.42,1.365,0.247,544.2,308.6,1.0,1.53332,0.0004
6.02,1.889,0.367,1118.2,439.1,0.91,1.5029,0.00038
6.69,1.552,0.221,958.1,469.1,0.879,1.4031,0.00044
1.72,1.374,0.508,1675.7,464.8,0.884,1.14653,0.00047
2.35,1.527,0.365,1734.1,512.5,0.826,1.28024,0.00043
8.21,1.624,0.627,1632.8,538.8,0.787,1.3689,0.00045
4.89,1.763,0.66,1378.2,442.0,0.907,1.38608,0.00042
3.47,1.117,0.422,771.3,579.3,0.712,1.22014,0.00044
3.59,1.696,0.496,702.2,492.1,0.852,1.44441,0.0004
8.03,1.805,0.618,1586.5,546.4,0.775,1.47326,0.00044
2.29,1.628,0.35,1028.9,304.3,1.002,1.20641,0.00036
5.76,1.098,0.436,1538.3,599.0,0.662,1.18848,0.00043
4.86,1.12,0.392,711.0,381.8,0.959,1.41269,0.00041
8.95,1.45,0.423,1571.5,389.9,0.953,1.5789,0.00038
6.7,1.842,0.58,334.5,332.8,0.99,1.5709,0.00037
4.3,1.658,0.605,1029.8,310.7,1.0,1.40999,0.00038
8.55,1.447,0.443,1285.1,474.4,0.873,1.54861,0.0004
6.21,1.406,0.305,1580.2,412.4,0.935,1.53681,0.00037
2.01,1.081,0.418,1274.0,554.5,0.761,1.08717,0.00041
3.45,1.633,0.399,1204.1,467.3,0.881,1.41439,0.00039
2.74,1.648,0.224,540.1,387.5,0.955,0.97019,0.00038
6.01,1.078,0.227,871.1,345.0,0.983,1.52609,0.00036
5.64,1.777,0.267,1727.8,397.9,0.947,1.3377,0.00034
8.62,1.457,0.258,1322.0,465.0,0.884,1.57205,0.00036
1.72,1.413,0.309,1318.9,393.0,0.95,1.10489,0.00038
5.81,1.696,0.468,1327.1,373.4,0.965,1.5428,0.00046
2.89,1.18,0.397,1170.5,518.8,0.817,1.303,0.00045
3.78,1.69,0.488,382.4,380.1,0.96,1.47234,0.00042
6.75,1.82,0.633,410.9,328.3,0.992,1.52923,0.00043
6.27,1.157,0.495,371.9,319.4,0.996,1.26983,0.00035
4.36,1.504,0.366,773.6,345.8,0.983,1.47916,0.00041
4.34,1.319,0.368,979.1,561.3,0.749,1.45865,0.00033
4.52,1.636,0.644,1615.6,511.2,0.828,1.28913,0.00039
4.76,1.441,0.327,1134.1,438.1,0.911,1.48734,0.00039
5.05,1.079,0.228,942.3,547.0,0.774,1.4942,0.00036
1.59,1.729,0.472,760.5,381.7,0.959,1.18225,0.00037
6.27,1.074,0.247,959.8,306.0,1.001,1.54812,0.00039
8.91,1.684,0.365,1269.2,374.7,0.964,1.61071,0.00036
3.98,1.559,0.395,783.3,476.3,0.871,1.46761,0.00036
6.76,1.746,0.286,1257.5,481.9,0.864,1.47747,0.00031
3.87,1.756,0.26,1218.8,340.4,0.986,1.17096,0.00037
1.87,1.597,0.641,1079.3,415.1,0.932,1.14969,0.00045
6.24,1.394,0.428,1719.9,576.5,0.718,1.46183,0.00034
1.17,1.331,0.238,876.3,502.5,0.839,0.83576,0.00034
8.44,1.558,0.639,897.6,503.4,0.838,1.34156,0.0004
