,Enrichment,Pitch,FuelRad,FuelTemp,ModTemp,ModDens,Keff,Std_dev,time_taken
4056,6.04,1.899,0.473,1516.2,399.7,0.945,1.54458,0.00086,10.781922
4057,7.79,1.132,0.379,1703.0,410.8,0.936,1.45975,0.00081,13.048519
4058,5.76,1.862,0.666,1007.7,357.8,0.975,1.46342,0.00078,11.130605
4059,2.61,1.055,0.415,1085.7,441.3,0.908,1.16648,0.00102,17.603394
4060,8.78,1.2,0.417,735.0,420.8,0.927,1.47993,0.00091,13.057771
4061,2.9,1.489,0.343,382.5,439.5,0.91,1.35388,0.00086,14.167726
4062,1.01,1.853,0.656,975.4,350.1,0.98,1.05016,0.00087,13.893309
4063,5.7,1.215,0.411,1724.4,444.2,0.905,1.42101,0.00092,13.47342
4064,1.64,1.649,0.683,567.8,549.4,0.77,1.06105,0.001,15.512687
4065,1.22,1.006,0.315,576.2,450.9,0.898,1.09225,0.00094,17.783994
4066,8.04,1.945,0.347,1322.3,441.4,0.908,1.53803,0.00082,11.45906
4067,5.52,1.933,0.549,1122.9,380.7,0.96,1.53269,0.00094,10.705786
4068,3.24,1.119,0.412,1197.8,416.2,0.931,1.28352,0.00093,14.54752
4069,1.95,1.174,0.275,1456.9,374.7,0.964,1.18597,0.0009,15.550229
4070,5.94,1.032,0.333,1502.1,306.4,1.001,1.45963,0.00091,12.95851
4071,7.6,1.289,0.449,472.7,372.7,0.966,1.49272,0.00094,12.64896
4072,4.1,1.316,0.508,1497.0,328.1,0.992,1.31003,0.00087,13.459704
4073,1.64,1.708,0.293,491.7,428.8,0.92,0.93512,0.0008,17.927237
4074,5.02,1.201,0.322,518.5,587.7,0.693,1.48935,0.00092,13.747117
4075,3.01,1.852,0.274,1372.6,393.5,0.95,1.07097,0.00081,15.804858
4076,4.59,1.902,0.517,655.5,346.6,0.982,1.50697,0.00084,10.758343
4077,3.4,1.963,0.776,1317.0,469.6,0.878,1.28495,0.00099,12.13813
4078,8.08,1.982,0.592,1536.6,448.5,0.901,1.56798,0.00076,10.188592
4079,3.06,1.971,0.575,734.2,310.1,1.0,1.41029,0.00099,11.649982
4080,1.8,1.701,0.583,484.5,469.3,0.879,1.24299,0.00097,14.83715
4081,2.84,1.005,0.307,596.7,539.9,0.786,1.33318,0.00106,15.873346
4082,7.75,1.535,0.335,470.9,396.6,0.948,1.59474,0.00082,11.606444
4083,1.09,1.366,0.37,706.3,384.8,0.957,1.02423,0.00077,17.145297
4084,3.34,1.986,0.774,1139.6,503.7,0.838,1.28811,0.0009,13.013605
4085,5.07,1.702,0.638,1043.1,383.4,0.958,1.40098,0.00095,12.486963
4086,7.26,1.382,0.525,1223.0,580.5,0.71,1.32622,0.00086,13.687732
4087,5.86,1.156,0.385,637.3,349.5,0.981,1.4735,0.00072,13.649923
4088,1.16,1.252,0.441,1185.2,413.9,0.933,1.06231,0.00098,16.77288
4089,7.57,1.61,0.317,764.4,511.3,0.828,1.57806,0.00074,12.132619
4090,4.84,1.734,0.505,1359.1,402.0,0.943,1.49727,0.00092,11.226316
4091,7.3,1.77,0.361,999.8,562.3,0.747,1.57982,0.0008,11.47159
4092,7.57,1.095,0.43,952.6,563.8,0.744,1.28472,0.00092,16.120204
4093,3.22,1.75,0.233,1688.6,383.8,0.957,1.01271,0.00069,17.067584
4094,6.64,1.568,0.413,1145.0,545.2,0.777,1.55181,0.00075,11.574657
4095,1.91,1.187,0.302,1149.9,369.1,0.968,1.21457,0.00082,15.16312
4096,4.23,1.846,0.571,1392.5,553.7,0.763,1.4391,0.00094,11.813086
4097,3.3,1.966,0.497,1088.3,439.7,0.91,1.40904,0.00088,12.335201
4098,3.26,1.031,0.397,615.8,499.6,0.843,1.22508,0.0009,16.677593
4099,4.16,1.601,0.35,958.4,487.7,0.858,1.44705,0.00074,13.613528
4100,3.85,1.035,0.409,1572.4,527.7,0.804,1.17257,0.001,17.644519
4101,5.92,1.191,0.419,916.5,309.4,1.0,1.43948,0.001,12.565368
4102,3.0,1.884,0.667,931.1,496.3,0.847,1.34216,0.00089,12.167197
4103,4.69,1.595,0.463,1727.1,418.7,0.929,1.47957,0.00075,11.836017
4104,8.04,1.202,0.286,663.9,436.3,0.913,1.59905,0.00077,12.006122
4105,5.29,1.093,0.3,917.7,342.4,0.985,1.50826,0.00089,12.344569
4106,3.08,1.403,0.548,1729.9,347.5,0.982,1.2511,0.0009,13.977303
4107,6.83,1.324,0.433,579.8,423.3,0.925,1.50849,0.00092,12.05632
4108,6.07,1.155,0.392,1744.4,597.1,0.668,1.34618,0.0009,14.7512
4109,3.47,1.774,0.385,1605.2,480.8,0.866,1.37904,0.00098,13.154924
4110,3.43,1.179,0.348,632.9,480.1,0.867,1.41072,0.00089,13.840881
4111,5.26,1.415,0.299,1036.8,467.9,0.88,1.49716,0.00081,12.958471
4112,6.67,1.143,0.356,1115.3,331.5,0.99,1.50939,0.00088,12.60373
4113,5.86,1.485,0.207,976.0,346.9,0.982,1.3044,0.00085,13.91397
4114,2.42,1.261,0.358,589.8,375.8,0.963,1.33184,0.00083,13.804841
4115,7.4,1.408,0.28,434.5,520.9,0.814,1.58436,0.00086,12.357767
4116,3.48,1.237,0.352,965.8,513.4,0.825,1.40941,0.00102,13.760716
4117,2.25,1.919,0.48,1538.9,450.7,0.899,1.27753,0.00085,13.357671
4118,4.36,1.013,0.223,1457.4,407.9,0.938,1.43992,0.00092,14.164191
4119,8.09,1.452,0.419,432.5,443.4,0.906,1.58591,0.00085,11.469015
4120,3.77,1.607,0.254,1171.9,543.1,0.781,1.28484,0.00084,15.249218
4121,4.26,1.891,0.517,1552.2,534.5,0.794,1.4688,0.00088,11.447059
4122,2.78,1.584,0.272,1037.2,313.6,0.998,1.14276,0.0009,14.686769
4123,3.78,1.804,0.351,564.9,503.2,0.838,1.38444,0.00085,13.520006
4124,5.74,1.652,0.278,1583.6,465.2,0.883,1.43193,0.00087,13.554641
4125,4.28,1.433,0.514,1501.1,498.3,0.845,1.35088,0.00088,13.452351
4126,2.12,1.4,0.526,776.0,343.7,0.984,1.23488,0.00095,14.312472
4127,3.82,1.935,0.262,1669.8,398.1,0.946,1.10018,0.00086,15.522141
4128,8.35,1.259,0.346,453.9,408.0,0.938,1.59635,0.00093,11.846512
4129,7.92,1.72,0.551,1029.6,572.9,0.726,1.49781,0.00085,11.438197
4130,2.25,1.681,0.268,760.4,446.6,0.903,1.02819,0.0008,17.512965
4131,1.95,1.673,0.571,1680.1,318.9,0.996,1.25092,0.00089,12.751107
4132,4.54,1.701,0.293,1460.7,516.7,0.82,1.38391,0.00089,13.683201
4133,3.96,1.076,0.346,672.9,398.4,0.946,1.41613,0.00102,14.234983
4134,8.05,1.183,0.21,657.9,544.6,0.778,1.57888,0.00073,13.104262
4135,7.44,1.56,0.509,1086.6,322.4,0.995,1.53162,0.00071,11.158269
4136,6.52,1.749,0.314,433.3,588.6,0.69,1.54637,0.0007,12.548732
4137,7.11,1.949,0.204,1550.6,335.8,0.988,1.12704,0.00085,14.339561
4138,3.65,1.291,0.347,417.5,342.9,0.984,1.44952,0.00082,12.797265
4139,6.94,1.045,0.324,1636.2,565.2,0.741,1.43688,0.00093,14.227631
4140,5.5,1.179,0.473,489.9,528.6,0.803,1.27225,0.00096,16.354298
4141,4.2,1.139,0.393,1252.6,419.5,0.928,1.37306,0.00091,13.705889
4142,2.49,1.581,0.486,420.9,365.1,0.971,1.35739,0.00093,12.883423
4143,1.01,1.294,0.357,1314.8,574.8,0.722,1.0019,0.0008,17.367903
4144,8.49,1.226,0.453,965.4,571.9,0.728,1.36749,0.00085,14.050219
4145,8.46,1.757,0.35,1284.8,479.1,0.868,1.59003,0.00079,11.000047
4146,7.38,1.655,0.605,1173.4,553.4,0.763,1.40445,0.00095,11.81704
4147,2.15,1.446,0.246,1296.2,567.9,0.736,1.11031,0.00081,17.630838
4148,8.33,1.253,0.397,1207.5,427.7,0.921,1.51946,0.00081,11.71528
4149,8.52,1.72,0.388,1560.0,328.5,0.992,1.59569,0.00086,10.311593
4150,3.1,1.724,0.642,378.2,442.3,0.907,1.34386,0.00094,12.895978
4151,3.57,1.274,0.332,965.8,552.1,0.765,1.42119,0.00094,13.829631
4152,4.51,1.669,0.55,1145.0,565.6,0.741,1.41197,0.00082,12.089051
4153,1.39,1.593,0.55,887.5,510.4,0.829,1.13922,0.00089,14.269825
4154,3.65,1.633,0.586,1406.9,473.9,0.874,1.35099,0.0011,12.442954
4155,8.46,1.227,0.366,588.8,499.0,0.844,1.55144,0.00078,12.015571
4156,2.23,1.319,0.435,373.4,592.2,0.681,1.26321,0.00087,15.360333
4157,7.36,1.309,0.28,763.2,573.0,0.726,1.58195,0.00085,12.678346
4158,3.84,1.308,0.302,972.8,340.3,0.986,1.42352,0.0009,12.878383
4159,4.36,1.537,0.537,1384.9,398.7,0.946,1.40476,0.00093,12.121991
4160,3.73,1.787,0.57,954.7,532.2,0.798,1.41902,0.00093,12.034889
4161,6.55,1.684,0.382,514.7,340.0,0.986,1.56243,0.00099,10.923838
4162,4.28,1.686,0.444,1539.1,395.8,0.948,1.47179,0.00078,11.782304
4163,3.83,1.559,0.394,539.6,515.8,0.821,1.46084,0.0009,12.62246
4164,1.01,1.99,0.666,301.4,410.8,0.936,1.06794,0.00099,13.50552
4165,6.92,1.29,0.46,950.8,482.3,0.864,1.42408,0.00089,12.954452
4166,6.58,1.827,0.724,1376.8,413.0,0.934,1.37761,0.00086,11.670535
4167,1.26,1.548,0.352,334.9,369.2,0.968,1.00249,0.00071,16.013738
4168,5.4,1.835,0.554,1348.0,327.9,0.992,1.51705,0.00093,10.352401
4169,7.51,1.359,0.242,969.3,431.2,0.918,1.53614,0.00071,12.571703
4170,3.01,1.436,0.546,1386.6,310.4,1.0,1.28809,0.00099,13.171458
4171,8.32,1.36,0.308,884.2,306.3,1.001,1.60087,0.00082,10.672117
4172,2.13,1.391,0.487,1038.4,394.0,0.95,1.25722,0.00094,14.27116
4173,3.66,1.438,0.44,380.7,436.1,0.913,1.44306,0.00096,12.857503
4174,5.9,1.857,0.314,1460.8,475.0,0.872,1.4418,0.00092,12.711245
4175,6.07,1.906,0.317,1681.3,328.7,0.992,1.40188,0.0008,11.888668
4176,7.64,1.97,0.594,1653.6,378.5,0.961,1.56285,0.00089,10.110943
4177,6.67,1.93,0.576,977.5,303.6,1.002,1.56097,0.00086,9.91247
4178,8.03,1.919,0.429,402.9,346.4,0.982,1.59969,0.00077,10.306
4179,5.31,1.933,0.484,410.4,419.9,0.928,1.53971,0.00085,11.268291
4180,5.81,1.868,0.515,613.0,384.2,0.957,1.5543,0.0008,10.495719
4181,2.41,1.834,0.723,1775.2,487.8,0.857,1.19791,0.0009,13.70077
4182,7.93,1.151,0.457,594.4,382.2,0.959,1.36265,0.00086,14.34763
4183,5.88,1.035,0.361,361.8,434.6,0.914,1.43186,0.00085,14.889881
4184,3.01,1.214,0.303,1319.7,399.2,0.946,1.36318,0.00092,13.910263
4185,5.08,1.399,0.366,1666.1,452.4,0.897,1.49974,0.00079,12.49734
4186,6.34,1.431,0.543,434.5,532.3,0.797,1.37753,0.00089,14.161806
4187,6.76,1.667,0.24,1494.1,339.0,0.987,1.36381,0.00085,12.913183
4188,2.26,1.658,0.478,1288.9,306.7,1.001,1.30759,0.00084,12.376556
4189,1.85,1.142,0.419,1783.3,458.0,0.891,1.1454,0.00091,16.718178
4190,3.73,1.312,0.308,831.2,570.4,0.731,1.43593,0.00083,14.128807
4191,2.56,1.291,0.245,1237.3,363.4,0.972,1.18594,0.00081,15.315925
4192,8.98,1.825,0.329,1065.0,469.6,0.878,1.57863,0.00092,11.568187
4193,5.74,1.431,0.317,1707.5,504.3,0.837,1.5211,0.00088,12.576577
4194,6.99,1.631,0.516,426.3,326.7,0.993,1.55697,0.00095,10.957931
4195,5.15,1.515,0.335,1159.6,512.0,0.827,1.50408,0.00077,12.522986
4196,7.46,1.892,0.763,1474.0,417.7,0.93,1.37455,0.00081,11.731655
4197,2.78,1.871,0.708,1127.0,524.0,0.81,1.26742,0.00088,12.89765
4198,6.11,1.375,0.473,625.4,524.7,0.809,1.44002,0.00086,12.648678
4199,4.36,1.441,0.327,1727.8,337.5,0.987,1.44451,0.00087,12.345092
4200,2.89,1.594,0.641,1495.6,304.0,1.002,1.24077,0.00093,13.1548
4201,8.14,1.58,0.596,1227.0,324.2,0.994,1.44659,0.00078,11.209442
4202,5.6,1.94,0.614,1447.3,304.1,1.002,1.51365,0.00089,10.539986
4203,8.59,1.154,0.427,1422.8,341.0,0.985,1.4166,0.00086,13.30448
4204,3.57,1.624,0.247,1215.3,567.8,0.736,1.25358,0.00088,16.162339
4205,2.82,1.845,0.434,878.8,533.1,0.796,1.35741,0.00092,13.303158
4206,5.17,1.813,0.375,692.5,494.0,0.85,1.4976,0.00079,12.544695
4207,5.32,1.892,0.795,383.9,586.2,0.696,1.25107,0.00089,14.125307
4208,7.67,1.913,0.208,1604.9,399.2,0.946,1.21232,0.00087,14.786399
4209,7.23,1.602,0.454,1516.6,355.3,0.977,1.56365,0.00087,10.684162
4210,8.77,1.318,0.486,769.4,476.2,0.871,1.43093,0.00078,13.085586
4211,6.25,1.921,0.411,1119.9,345.4,0.983,1.52522,0.00092,11.398142
4212,8.2,1.487,0.228,1685.9,417.5,0.93,1.48583,0.00098,12.795883
4213,7.16,1.061,0.238,1152.3,391.8,0.951,1.56618,0.0009,12.658853
4214,3.07,1.777,0.231,1621.2,314.2,0.998,0.95485,0.00074,15.98081
4215,4.77,1.807,0.344,417.8,455.1,0.894,1.43922,0.00077,13.199319
4216,6.6,1.108,0.2,616.3,392.4,0.951,1.5093,0.00089,13.949914
4217,2.09,1.487,0.387,420.5,366.3,0.97,1.27373,0.00095,14.438666
4218,7.06,1.167,0.305,1553.3,410.4,0.936,1.55261,0.00092,12.504934
4219,2.66,1.727,0.601,394.8,570.5,0.731,1.31285,0.0009,13.968829
4220,3.11,1.622,0.488,1072.3,401.5,0.944,1.39974,0.00083,13.198927
4221,5.62,1.265,0.408,1464.3,393.4,0.95,1.46612,0.00093,12.431375
4222,6.59,1.873,0.518,1741.3,496.3,0.847,1.54831,0.00087,11.388218
4223,1.58,1.916,0.711,1091.5,309.4,1.0,1.18728,0.0009,13.657478
4224,3.44,1.168,0.201,896.5,431.4,0.917,1.26615,0.00085,17.071927
4225,3.35,1.497,0.373,424.7,355.4,0.977,1.4154,0.0008,13.522946
4226,2.35,1.052,0.36,439.5,413.8,0.933,1.28351,0.00099,16.607575
4227,6.93,1.942,0.466,742.1,563.5,0.745,1.58357,0.00075,11.146429
4228,4.72,1.593,0.414,1323.2,551.8,0.766,1.4888,0.00088,12.728312
4229,8.16,1.963,0.359,1345.9,304.6,1.002,1.52238,0.00089,10.701233
4230,4.75,1.118,0.447,542.1,396.4,0.948,1.289,0.00093,15.852933
4231,1.25,1.204,0.448,1026.3,502.1,0.84,1.04613,0.00089,17.566309
4232,7.67,1.038,0.335,859.8,341.0,0.985,1.50427,0.00093,12.964366
4233,5.79,1.997,0.809,574.8,540.2,0.785,1.33496,0.00095,12.188085
4234,3.93,1.958,0.401,1360.3,400.0,0.945,1.38119,0.00089,12.386813
4235,6.31,1.926,0.64,1294.3,372.3,0.966,1.51006,0.00088,10.307771
4236,2.99,1.318,0.523,650.7,539.2,0.787,1.19971,0.00086,15.521992
4237,6.34,1.909,0.744,1311.5,548.0,0.772,1.34663,0.00092,12.278651
4238,5.94,1.818,0.693,1036.3,502.1,0.84,1.38287,0.00093,12.554113
4239,8.29,1.517,0.531,1016.1,585.3,0.699,1.42427,0.00086,12.627895
4240,2.41,1.525,0.487,1664.8,329.3,0.992,1.31584,0.0009,12.910965
4241,3.49,1.968,0.27,1569.0,367.3,0.969,1.06154,0.00081,15.638294
4242,2.52,1.722,0.274,304.5,461.1,0.888,1.08693,0.00083,17.002135
4243,3.38,1.999,0.41,1742.2,520.2,0.815,1.35545,0.00095,13.390237
4244,5.06,1.737,0.242,645.8,475.5,0.872,1.28298,0.00086,15.09158
4245,1.14,1.413,0.538,612.3,344.7,0.983,1.06433,0.00084,14.822878
4246,2.68,1.58,0.559,1347.0,359.6,0.974,1.31831,0.00089,13.013424
4247,6.98,1.191,0.4,543.5,483.1,0.863,1.47188,0.00083,13.360075
4248,6.19,1.249,0.467,895.8,540.3,0.785,1.34566,0.00089,13.920468
4249,8.59,1.61,0.455,867.6,437.1,0.912,1.59263,0.00082,10.793069
4250,4.04,1.572,0.381,416.3,322.3,0.995,1.4608,0.00087,12.062448
4251,8.41,1.934,0.389,1070.2,517.6,0.819,1.59664,0.00072,11.294684
4252,7.7,1.03,0.332,1763.3,465.0,0.884,1.45822,0.00088,14.064361
4253,5.08,1.597,0.401,880.1,499.6,0.843,1.51825,0.00083,11.68484
4254,4.1,1.145,0.311,1464.3,400.1,0.945,1.44556,0.00097,13.523825
4255,3.49,1.474,0.208,1783.0,380.1,0.96,1.10312,0.00084,16.63093
4256,7.93,1.621,0.375,1573.8,597.8,0.666,1.57904,0.00088,11.610889
4257,6.31,1.831,0.54,1330.1,408.7,0.938,1.5418,0.00094,10.679174
4258,5.87,1.64,0.671,467.3,526.9,0.806,1.31042,0.00086,14.028573
4259,5.48,1.642,0.486,409.2,468.8,0.879,1.52839,0.00083,11.826461
4260,6.54,1.69,0.704,1650.6,376.4,0.963,1.31164,0.00083,12.886782
4261,2.85,1.183,0.444,1153.1,465.8,0.883,1.23859,0.00095,15.471614
4262,7.7,1.319,0.309,587.1,378.6,0.961,1.59664,0.00086,11.746509
4263,7.22,1.029,0.309,1767.3,420.4,0.927,1.49924,0.0009,13.623378
4264,4.34,1.243,0.405,1577.6,461.2,0.888,1.40483,0.001,13.939289
4265,4.24,1.112,0.38,1615.8,568.6,0.735,1.31602,0.00095,15.573595
4266,7.33,1.337,0.489,1506.0,357.3,0.976,1.42743,0.00098,12.575708
4267,5.82,1.099,0.334,1337.6,486.0,0.86,1.468,0.00086,13.28853
4268,3.17,1.548,0.353,1177.2,410.1,0.936,1.36329,0.00085,13.210103
4269,7.01,1.265,0.42,1098.1,592.9,0.679,1.41211,0.0009,13.844475
4270,2.08,1.773,0.68,1427.1,560.1,0.751,1.16465,0.00102,14.122266
4271,6.26,1.045,0.411,604.7,406.9,0.939,1.3226,0.00103,15.762353
4272,2.73,1.904,0.308,840.9,315.7,0.998,1.08203,0.00079,14.714814
4273,3.56,1.367,0.436,444.1,345.1,0.983,1.43103,0.00083,13.237852
4274,8.88,1.608,0.514,1485.3,557.6,0.756,1.50122,0.00089,11.34708
4275,7.41,1.356,0.301,1310.4,456.5,0.893,1.57579,0.00087,11.552927
4276,3.03,1.846,0.222,520.6,371.0,0.967,0.9015,0.00082,17.446527
4277,6.12,1.135,0.29,1283.9,402.5,0.943,1.53507,0.00087,12.248101
4278,6.88,1.33,0.253,1776.9,465.7,0.883,1.531,0.00094,12.556097
4279,4.52,1.494,0.519,1221.3,332.8,0.99,1.42459,0.00089,11.415652
4280,4.65,1.559,0.437,920.8,333.6,0.989,1.49933,0.00094,11.012859
4281,4.47,1.862,0.729,882.1,439.7,0.91,1.35149,0.00089,11.754752
4282,3.68,1.069,0.424,1618.8,423.8,0.924,1.20446,0.00092,16.949635
4283,4.3,1.743,0.461,1191.4,561.6,0.748,1.47393,0.00098,11.829746
4284,7.87,1.372,0.28,984.7,585.8,0.697,1.59095,0.00084,12.216207
4285,5.38,1.21,0.421,910.1,407.3,0.939,1.42407,0.00095,12.87066
4286,4.64,1.531,0.237,1638.9,359.0,0.975,1.28414,0.0009,13.950753
4287,7.19,1.794,0.363,1128.2,476.3,0.871,1.56216,0.00079,11.432876
4288,2.17,1.941,0.256,1790.0,404.7,0.941,0.83066,0.00076,18.448613
4289,2.83,1.444,0.392,571.1,432.1,0.917,1.37997,0.00085,13.201497
4290,1.03,1.319,0.41,1118.3,385.4,0.956,1.03084,0.00074,16.109043
4291,2.92,1.849,0.323,1416.1,561.4,0.749,1.24921,0.00084,15.682686
4292,8.67,1.257,0.499,745.6,465.3,0.883,1.36019,0.00081,14.880895
4293,2.12,1.225,0.39,1602.9,360.9,0.973,1.26365,0.0009,14.487241
4294,4.0,1.605,0.662,1621.2,316.4,0.997,1.26142,0.00088,13.209824
4295,7.22,1.472,0.506,1370.5,505.5,0.835,1.45142,0.00085,12.244009
4296,7.69,1.961,0.423,1225.2,300.1,1.003,1.56553,0.00086,9.829548
4297,8.94,1.08,0.419,1153.1,488.1,0.857,1.34095,0.00088,14.84767
4298,8.65,1.449,0.317,669.7,332.2,0.99,1.60756,0.00091,10.704873
4299,2.65,1.821,0.607,1049.7,543.6,0.78,1.32584,0.00078,12.879512
4300,6.61,1.909,0.724,1442.6,452.7,0.897,1.41226,0.00096,11.649306
4301,5.4,1.789,0.529,1251.1,544.0,0.779,1.49757,0.00088,11.027525
4302,5.87,1.676,0.454,1366.1,515.7,0.822,1.53081,0.00077,11.155323
4303,4.69,1.913,0.685,1308.1,302.1,1.003,1.43794,0.00095,10.72414
4304,8.0,1.522,0.406,1093.0,512.1,0.826,1.57788,0.0008,11.213507
4305,6.76,1.698,0.469,1053.8,589.1,0.689,1.53504,0.00084,11.523888
4306,2.51,1.451,0.413,1426.7,563.2,0.745,1.3201,0.00089,13.97028
4307,6.16,1.685,0.664,1426.3,495.2,0.848,1.3374,0.00094,12.559863
4308,7.75,1.604,0.374,1726.2,489.2,0.856,1.58274,0.00071,11.430885
4309,3.56,1.322,0.425,723.5,538.9,0.787,1.38487,0.0009,13.939656
4310,7.63,1.212,0.472,841.6,552.3,0.765,1.3197,0.00089,15.212635
4311,1.56,1.883,0.747,430.0,318.3,0.997,1.17114,0.00091,13.375933
4312,8.26,1.739,0.364,797.8,375.2,0.964,1.59059,0.00087,10.830773
4313,1.74,1.279,0.4,1122.9,337.0,0.988,1.21837,0.00092,14.241369
4314,7.78,1.209,0.429,1100.4,381.7,0.959,1.44863,0.00091,12.890156
4315,5.95,1.065,0.319,401.5,577.5,0.716,1.4759,0.00087,14.464472
4316,5.16,1.274,0.417,478.5,397.9,0.947,1.47652,0.00093,13.314113
4317,6.48,1.44,0.407,1187.6,422.6,0.926,1.54342,0.0008,11.395043
4318,6.11,1.908,0.257,1440.6,411.0,0.936,1.293,0.00084,13.825473
4319,6.58,1.757,0.329,1029.8,590.0,0.687,1.55078,0.00081,12.423747
4320,5.32,1.848,0.447,1786.8,447.4,0.902,1.51375,0.00086,11.455466
4321,6.53,1.53,0.624,845.5,577.7,0.716,1.2703,0.00087,14.055821
4322,4.23,1.022,0.335,1658.1,476.2,0.871,1.36838,0.0008,14.967003
4323,8.49,1.394,0.41,1342.1,513.7,0.824,1.54457,0.00083,11.268069
4324,2.3,1.313,0.206,615.8,440.2,0.909,1.0314,0.00075,18.024037
4325,5.95,1.328,0.512,1013.4,465.7,0.883,1.34249,0.00086,14.070463
4326,2.75,1.627,0.525,1437.1,409.2,0.937,1.35062,0.00093,12.369556
4327,7.05,1.835,0.493,1676.8,319.0,0.996,1.56784,0.00073,10.203516
4328,8.08,1.259,0.336,873.1,591.3,0.684,1.54884,0.00088,12.471072
4329,2.04,1.338,0.298,461.7,496.5,0.847,1.2171,0.00083,16.43952
4330,5.2,1.699,0.288,1590.8,442.8,0.906,1.39564,0.00082,13.484981
4331,4.47,1.539,0.39,560.3,308.1,1.001,1.49365,0.00088,11.394144
4332,4.31,1.69,0.29,648.8,366.5,0.97,1.32729,0.00086,13.360397
4333,1.49,1.251,0.379,1377.8,338.4,0.987,1.15831,0.00089,14.685517
4334,3.89,1.625,0.412,696.3,560.0,0.751,1.46021,0.00091,12.748045
4335,3.88,1.662,0.43,870.0,378.0,0.962,1.45814,0.00091,11.79292
4336,2.21,1.503,0.431,1591.6,309.5,1.0,1.29061,0.00098,12.783734
4337,7.63,1.88,0.378,1759.2,326.0,0.993,1.54353,0.00089,10.868705
4338,1.18,1.134,0.331,437.3,580.8,0.709,1.08127,0.00087,18.903592
4339,3.35,1.134,0.218,879.2,462.0,0.887,1.3238,0.00097,15.871756
4340,4.91,1.769,0.243,816.3,471.4,0.876,1.25776,0.00093,15.551947
4341,6.01,1.369,0.408,1225.5,382.4,0.959,1.5195,0.0008,11.579726
4342,7.75,1.474,0.453,1151.4,345.0,0.983,1.55094,0.00088,11.014893
4343,4.2,1.48,0.585,700.8,481.4,0.865,1.29481,0.00104,14.100394
4344,1.36,1.882,0.626,1702.3,397.2,0.947,1.14273,0.00093,13.571536
4345,4.52,1.84,0.314,1605.6,372.4,0.966,1.32714,0.00076,13.466168
4346,3.53,1.559,0.541,948.6,595.9,0.671,1.31804,0.0009,13.525292
4347,4.89,1.049,0.319,882.2,330.8,0.991,1.473,0.00082,12.844319
4348,7.63,1.537,0.566,1308.0,552.0,0.766,1.39065,0.001,12.40434
4349,3.09,1.043,0.34,1390.8,581.9,0.706,1.28269,0.00097,16.163066
4350,2.64,1.983,0.471,591.7,572.1,0.728,1.35203,0.00079,13.364986
4351,7.28,1.731,0.374,584.0,520.9,0.814,1.58869,0.0008,11.631496
4352,2.63,1.082,0.374,446.2,392.6,0.951,1.31226,0.00083,15.862978
4353,1.94,1.053,0.334,1192.8,437.3,0.912,1.22574,0.00104,16.134935
4354,3.57,1.086,0.347,1712.2,367.6,0.969,1.37497,0.00083,14.819406
4355,7.49,1.475,0.326,1769.7,398.0,0.946,1.57123,0.0008,12.077795
4356,1.05,1.876,0.425,1605.3,395.5,0.948,0.90426,0.00072,17.073828
4357,2.55,1.995,0.46,602.7,364.7,0.971,1.28899,0.00084,13.196947
4358,7.37,1.577,0.574,458.9,359.9,0.974,1.48461,0.00089,12.022546
4359,5.55,1.641,0.635,804.9,300.4,1.003,1.39981,0.00098,12.364601
4360,3.52,1.475,0.59,961.6,332.4,0.99,1.28181,0.00095,14.015981
4361,5.78,1.73,0.47,879.7,323.4,0.994,1.54517,0.0008,10.475981
4362,8.54,1.508,0.614,1215.5,361.7,0.973,1.36721,0.00094,12.411496
4363,8.02,1.91,0.721,1330.6,426.7,0.922,1.44542,0.00088,11.30188
4364,5.08,1.705,0.269,782.7,474.3,0.873,1.36461,0.00081,14.491068
4365,2.93,1.597,0.35,1006.9,305.2,1.002,1.3126,0.00092,13.115534
4366,6.49,1.458,0.275,514.9,454.1,0.895,1.52738,0.00088,12.766675
4367,4.11,1.12,0.301,1790.5,564.9,0.742,1.41928,0.00103,14.934395
4368,6.23,1.835,0.36,356.8,568.5,0.735,1.55253,0.00082,12.134852
4369,4.03,1.01,0.314,465.6,471.4,0.876,1.42279,0.00102,15.239864
4370,8.68,1.444,0.534,924.1,558.5,0.754,1.40063,0.001,12.651554
4371,4.23,1.895,0.691,798.5,488.2,0.857,1.39106,0.00084,12.185328
4372,6.74,1.472,0.37,886.0,442.1,0.907,1.57059,0.00086,11.624658
4373,2.91,1.323,0.501,1515.5,428.0,0.921,1.25306,0.00092,14.519698
4374,4.75,1.108,0.412,455.6,497.0,0.846,1.33891,0.00113,15.852479
4375,3.12,1.588,0.491,603.9,454.2,0.895,1.40518,0.00091,12.314166
4376,8.19,1.859,0.527,1676.5,402.0,0.943,1.58187,0.00087,10.268126
4377,3.74,1.722,0.57,705.7,542.8,0.781,1.40329,0.00088,12.45729
4378,8.73,1.372,0.534,1758.7,328.9,0.992,1.39115,0.00092,12.660124
4379,6.19,1.639,0.392,1497.1,329.9,0.991,1.5434,0.00085,10.871139
4380,6.62,1.218,0.337,1578.9,306.8,1.001,1.54002,0.0009,11.520248
4381,2.57,1.221,0.482,718.3,305.6,1.001,1.22498,0.001,15.113965
4382,3.04,1.191,0.342,1318.5,519.4,0.816,1.36279,0.00086,14.408155
4383,1.98,1.224,0.391,1068.1,428.3,0.92,1.25076,0.00078,15.183691
